Actual_interval_down,Actual_interval_up,Confirm_interval_down,Confirm_interval_up,Dailynew_actual,Dailynew_confirm,Dailynew_remove,Date,Predict_actual,Predict_confirm,Remain_confirm,Remove,ADate,Official_confirmed,Official_dailynew,Official_remove
22006.0,22592.0,21687.0,22268.0,3.306194806096755,42.34413433485679,33.09543476723343,2020/05/30,22298.555576337414,21977.321347447345,20702.895090270024,1274.4262571773197,,,,
22009.0,22594.0,21724.0,22306.0,2.733038850055891,37.74263955011338,33.10646739268054,2020/05/31,22301.28861518747,22015.06398699746,20707.53126242746,1307.5327245700003,,,,
22011.0,22597.0,21758.0,22340.0,2.2586834797439224,33.618412498868565,33.11051848764714,2020/06/01,22303.547298667214,22048.682399496327,20708.03915643868,1340.6432430576474,,,,
22014.0,22599.0,21788.0,22372.0,1.8663072519557318,29.926149805447494,33.108325041449234,2020/06/02,22305.41360591917,22078.608549301774,20704.856981202676,1373.7515680990966,,,,
22015.0,22601.0,21814.0,22397.0,1.5418863094964763,26.62405252296594,33.10055328974113,2020/06/03,22306.955492228666,22105.23260182474,20698.380480435902,1406.8521213888378,,,,
22017.0,22600.0,21837.0,22421.0,1.2737490253966826,23.67371395390728,33.08780435952713,2020/06/04,22308.229241254063,22128.906315778648,20688.966390030284,1439.9399257483649,,,,
22018.0,22602.0,21860.0,22442.0,1.0521947881570668,21.0399768443458,33.07061966767378,2020/06/05,22309.28143604222,22149.946292622993,20676.935747206953,1473.0105454160387,,,,
22018.0,22604.0,21878.0,22462.0,0.8691725236967613,18.690761243404268,33.049486090428445,2020/06/06,22310.150608565917,22168.637053866398,20662.577022359932,1506.060031506467,,,,
22019.0,22604.0,21893.0,22478.0,0.7180059845886717,16.596883879956295,33.02484080386648,2020/06/07,22310.868614550505,22185.233937746354,20646.14906543602,1539.0848723103336,,,,
22019.0,22604.0,21908.0,22493.0,0.5931651868668268,14.73186367915332,32.997075852096714,2020/06/08,22311.461779737372,22199.965801425507,20627.883853263076,1572.0819481624303,,,,
22019.0,22605.0,21921.0,22505.0,0.490072669203073,13.071729149280145,32.966542374363826,2020/06/09,22311.951852406575,22213.037530574788,20607.98904003799,1605.0484905367941,,,,
22019.0,22605.0,21933.0,22518.0,0.40494217708328506,11.594825858708646,32.93355452851392,2020/06/10,22312.35679458366,22224.632356433496,20586.650311368187,1637.982045065308,,,,
22020.0,22606.0,21943.0,22528.0,0.3346436065767193,10.281629790559236,32.89839310106231,2020/06/11,22312.691438190235,22234.913986224055,20564.033548057683,1670.8804381663704,,,,
22021.0,22606.0,21952.0,22537.0,0.2765905124069832,9.114567957934923,32.8613088198947,2020/06/12,22312.968028702642,22244.02855418199,20540.286807195724,1703.741746986265,,,,
22021.0,22607.0,21961.0,22545.0,0.2286465160213993,8.077848005912529,32.82252538205125,2020/06/13,22313.196675218664,22252.106402187903,20515.542129819587,1736.5642723683163,,,,
22021.0,22606.0,21968.0,22552.0,0.1890474943756999,7.1572978559925104,32.7822422116858,2020/06/14,22313.38572271304,22259.263700043895,20489.91718546389,1769.3465145800021,,,,
22021.0,22606.0,21973.0,22559.0,0.1563371005031513,6.340215680669644,32.7406369668754,2020/06/15,22313.542059813542,22265.603915724565,20463.516764177686,1802.0871515468775,,,,
22021.0,22607.0,21979.0,22564.0,0.12931325360113988,5.615230702602275,32.69786781008361,2020/06/16,22313.671373067144,22271.219146427167,20436.434127070206,1834.7850193569611,,,,
22021.0,22607.0,21985.0,22569.0,0.10698388970558881,4.972174478494708,32.65407546199049,2020/06/17,22313.77835695685,22276.191320905662,20408.75222608671,1867.4390948189516,,,,
22022.0,22606.0,21988.0,22574.0,0.08853032058323151,4.401962600135448,32.60938505414242,2020/06/18,22313.866887277432,22280.593283505797,20380.544803632703,1900.048479873094,,,,
22022.0,22607.0,21992.0,22578.0,0.07327697025903035,3.8964862950851966,32.56390779796948,2020/06/19,22313.94016424769,22284.489769800883,20351.87738212982,1932.6123876710635,,,,
22021.0,22607.0,21996.0,22581.0,0.06066634958551731,3.4485135188442655,32.51774248540596,2020/06/20,22314.000830597277,22287.938283319727,20322.808153163256,1965.1301301564695,,,,
22022.0,22607.0,21999.0,22584.0,0.05023840292051318,3.0515989392224583,32.47097683640459,2020/06/21,22314.051069000197,22290.98988225895,20293.388775266074,1997.601106992874,,,,
22021.0,22608.0,22002.0,22586.0,0.04161345439206343,2.7000022649372113,32.42368870715427,2020/06/22,22314.09268245459,22293.689884523887,20263.66508882386,2030.0247957000283,,,,
22021.0,22608.0,22004.0,22590.0,0.03447813629463781,2.388614312341815,32.37594717218417,2020/06/23,22314.127160590884,22296.07849883623,20233.677755964018,2062.4007428722125,,,,
22022.0,22608.0,22007.0,22592.0,0.028573777181009063,2.11289022319761,32.32781349246761,2020/06/24,22314.155734368065,22298.191389059426,20203.462832694746,2094.72855636468,,,,
22022.0,22607.0,22007.0,22593.0,0.023686837532295613,1.868789280164492,32.27934198024968,2020/06/25,22314.179421205597,22300.06017833959,20173.05227999466,2127.00789834493,,,,
22022.0,22608.0,22009.0,22595.0,0.01964098887037835,1.652720704125386,32.23058077205587,2020/06/26,22314.199062194468,22301.712899043716,20142.47441992673,2159.2384791169857,,,,
22022.0,22608.0,22011.0,22596.0,0.016290624160319567,1.4614950003779086,32.18157251731782,2020/06/27,22314.215352818628,22303.174394044094,20111.75434240979,2191.4200516343035,,,,
22021.0,22607.0,22012.0,22598.0,0.013515472757717362,1.292280270026822,32.132354992993896,2020/06/28,22314.228868291386,22304.46667431412,20080.91426768682,2223.5524066272974,,,,
22021.0,22607.0,22013.0,22598.0,0.011216175251320237,1.1425630808116694,32.08296165068987,2020/06/29,22314.240084466637,22305.609237394932,20049.973869116944,2255.6353682779873,,,,
22022.0,22608.0,22014.0,22600.0,0.009310632285632892,1.010113432235812,32.03342210391065,2020/06/30,22314.249395098923,22306.619350827168,20018.95056044527,2287.668790381898,,,,
22021.0,22608.0,22016.0,22601.0,0.0077309883636189625,0.892953439077246,31.983762561510048,2020/07/01,22314.257126087286,22307.512304266245,19987.859751322838,2319.652552943408,,,,
22022.0,22606.0,22016.0,22602.0,0.0064211512071779,0.7893293534798431,31.934006213135945,2020/07/02,22314.263547238494,22308.301633619725,19956.71507446318,2351.586559156544,,,,
22022.0,22608.0,22017.0,22602.0,0.005334742167178774,0.6976866063268972,31.8841735716951,2020/07/03,22314.26888198066,22308.999320226052,19925.528587497814,2383.470732728239,,,,
22023.0,22608.0,22017.0,22603.0,0.004433398702531122,0.6166475198115222,31.83428277805524,2020/07/04,22314.273315379363,22309.615967745864,19894.310952239568,2415.3050155062942,,,,
