Actual_interval_down,Actual_interval_up,Confirm_interval_down,Confirm_interval_up,Dailynew_actual,Dailynew_confirm,Dailynew_remove,Date,Predict_actual,Predict_confirm,Remain_confirm,Remove,ADate,Official_confirmed,Official_dailynew,Official_remove
22474.0,23066.0,15512.0,16005.0,0.7600316220596142,487.86161755466674,68.59834706463164,2020/04/15,22769.484422028316,15758.4134193466,14900.839006346401,857.5744130001979,,,,
22474.0,23066.0,15966.0,16464.0,0.31253068286241614,456.1538939784132,70.47637176544526,2020/04/16,22769.796952711178,16214.567313325013,15286.51652855937,928.0507847656431,,,,
22475.0,23066.0,16388.0,16894.0,0.12496889679096057,426.4896774456611,72.20277846474755,2020/04/17,22769.92192160797,16641.056990770674,15640.803427540282,1000.2535632303907,,,,
22475.0,23066.0,16785.0,17296.0,0.04870590760765481,398.7473970147803,73.78750839422696,2020/04/18,22769.970627515577,17039.804387785454,15965.763316160837,1074.0410716246176,,,,
22474.0,23066.0,17154.0,17671.0,0.018542787118349224,372.80681264301165,75.2398912413837,2020/04/19,22769.989170302695,17412.611200428466,16263.330237562464,1149.2809628660013,,,,
22475.0,23066.0,17501.0,18024.0,0.006909613566676853,348.55266825497165,76.56866399090359,2020/04/20,22769.99607991626,17761.163868683438,16535.314241826534,1225.849626856905,,,,
22475.0,23066.0,17824.0,18351.0,0.0025247886987926904,325.8760232229288,77.78200058754146,2020/04/21,22769.99860470496,18087.039891906366,16783.40826446192,1303.6316274444464,,,,
22475.0,23066.0,18126.0,18658.0,0.0009062238677870482,304.67454672623353,78.88754491155078,2020/04/22,22769.99951092883,18391.7144386326,17009.1952662766,1382.5191723559972,,,,
22475.0,23066.0,18409.0,18945.0,0.000320021623338107,284.85237794458226,79.89244380789751,2020/04/23,22769.99983095045,18676.566816577182,17214.155200413286,1462.4116161638947,,,,
22475.0,23066.0,18674.0,19213.0,0.00011135123713756911,266.3198209372131,80.80337885992321,2020/04/24,22769.99994230169,18942.886637514395,17399.67164249058,1543.214995023818,,,,
22475.0,23067.0,18920.0,19463.0,3.823006773018278e-05,248.99298853667642,81.62659644609835,2020/04/25,22769.999980531757,19191.87962605107,17567.038034581157,1624.8415914699162,,,,
22475.0,23066.0,19152.0,19698.0,1.2967229849891737e-05,232.79344144156494,82.36793597910673,2020/04/26,22769.999993498986,19424.673067492637,17717.463540043613,1707.209527449023,,,,
22475.0,23066.0,19368.0,19918.0,4.3501422624103725e-06,217.64784024824257,83.03285634478175,2020/04/27,22769.99999784913,19642.32090774088,17852.078523947075,1790.2423837938047,,,,
22475.0,23066.0,19570.0,20122.0,1.4457764336839318e-06,203.48761767369797,83.62646052255832,2020/04/28,22769.999999294905,19845.808525414577,17971.939681098214,1873.868844316363,,,,
22474.0,23066.0,19760.0,20314.0,4.749563231598586e-07,190.2486605709928,84.15351936082311,2020/04/29,22769.99999976986,20036.05718598557,18078.034822308386,1958.0223636771861,,,,
22474.0,23066.0,19936.0,20493.0,1.554872142150998e-07,177.87103313929038,84.61849223925515,2020/04/30,22769.99999992535,20213.92821912486,18171.28736320842,2042.6408559164413,,,,
22475.0,23067.0,20101.0,20660.0,5.05715433973819e-08,166.2986975451313,85.02554790952286,2020/05/01,22769.99999997592,20380.22691666999,18252.56051284403,2127.666403825964,,,,
22474.0,23067.0,20255.0,20817.0,1.6283593140542507e-08,155.47926381906655,85.37858314786763,2020/05/02,22769.999999992204,20535.706180489058,18322.661193515225,2213.044986973832,,,,
22475.0,23066.0,20400.0,20963.0,5.2677933126688e-09,145.3637419181432,85.68124124427868,2020/05/03,22769.99999999747,20681.0699224072,18382.34369418909,2298.7262282181105,,,,
22475.0,23066.0,20535.0,21101.0,1.6298145055770874e-09,135.90635523159654,85.93692590997762,2020/05/04,22769.9999999991,20816.976277638798,18432.31312351071,2384.663154128088,,,,
22475.0,23066.0,20662.0,21228.0,3.710738383233547e-10,127.06421560130912,86.1488255091217,2020/05/05,22769.999999999472,20944.040493240107,18473.2285136029,2470.81197963721,,,,
22475.0,23066.0,20779.0,21348.0,1.4842953532934189e-09,118.79739549796068,86.31990768043624,2020/05/06,22770.000000000957,21062.837888738068,18505.70600142042,2557.131887317646,,,,
22475.0,23066.0,20890.0,21460.0,-3.67435859516263e-10,111.06840829917564,86.45295808787978,2020/05/07,22770.00000000059,21173.906297037243,18530.321451631717,2643.584845405526,,,,
22475.0,23065.0,20992.0,21564.0,-1.5897967386990786e-09,103.84227086314058,86.55057575722458,2020/05/08,22769.999999999,21277.748567900384,18547.613146737633,2730.1354211627504,,,,
22475.0,23066.0,21089.0,21662.0,2.7466739993542433e-09,97.0862653674485,86.61519083466965,2020/05/09,22770.000000001746,21374.834833267832,18558.084221270412,2816.75061199742,,,,
22475.0,23066.0,21178.0,21753.0,-2.815795596688986e-09,90.76980769590955,86.64907440123216,2020/05/10,22769.99999999893,21465.604640963742,18562.204954565088,2903.399686398652,,,,
22475.0,23066.0,21263.0,21839.0,-5.529727786779404e-10,84.86430121896046,86.65434937576401,2020/05/11,22769.999999998377,21550.468942182702,18560.414906408285,2990.054035774416,,,,
