Actual_interval_down,Actual_interval_up,Confirm_interval_down,Confirm_interval_up,Dailynew_actual,Dailynew_confirm,Dailynew_remove,Date,Predict_actual,Predict_confirm,Remain_confirm,Remove,ADate,Official_confirmed,Official_dailynew,Official_remove
22474.0,23066.0,22471.0,23062.0,-8.858478395268321e-09,0.2982284985300794,62.797238393231964,2020/08/03,22769.999999984317,22765.714347408146,13420.248375107998,9345.465972300148,,,,
22475.0,23066.0,22470.0,23062.0,1.6276317182928324e-08,0.2788256718413322,62.50610056327423,2020/08/04,22770.000000000593,22765.993173079987,13358.021100216565,9407.972072863422,,,,
22475.0,23066.0,22471.0,23062.0,-3.2741809263825417e-10,0.26068520171611453,62.21623132695095,2020/08/05,22770.000000000266,22766.253858281703,13296.06555409133,9470.188304190373,,,,
22474.0,23065.0,22471.0,23063.0,-3.965396899729967e-10,0.24372495456555043,61.927630461626904,2020/08/06,22769.99999999987,22766.49758323627,13234.381648584269,9532.115934652,,,,
22475.0,23067.0,22471.0,23064.0,-5.929905455559492e-10,0.2278681521420367,61.64029737538476,2020/08/07,22769.999999999276,22766.72545138841,13172.969219361026,9593.756232027385,,,,
22475.0,23066.0,22472.0,23063.0,4.001776687800884e-10,0.21304299398616422,61.35423113431898,2020/08/08,22769.999999999676,22766.938494382397,13111.828031220693,9655.110463161704,,,,
22476.0,23066.0,22472.0,23063.0,3.637978807091713e-12,0.1991823605967511,61.06943048483481,2020/08/09,22769.99999999968,22767.137676742994,13050.957783096455,9716.179893646538,,,,
22474.0,23066.0,22472.0,23063.0,2.473825588822365e-10,0.18622350395526155,60.78589387651664,2020/08/10,22769.999999999927,22767.32390024695,12990.358112723894,9776.965787523055,,,,
22475.0,23066.0,22472.0,23063.0,1.0913936421275139e-11,0.17410775381722488,60.503619483863076,2020/08/11,22769.999999999938,22767.498008000766,12930.028600993848,9837.469407006918,,,,
22475.0,23066.0,22473.0,23064.0,4.3655745685100555e-11,0.16278027809676132,60.222605224225845,2020/08/12,22769.99999999998,22767.660788278863,12869.968776047719,9897.692012231144,,,,
22474.0,23065.0,22473.0,23064.0,-1.5279510989785194e-10,0.1521897149104916,59.94284878411963,2020/08/13,22769.99999999983,22767.812977993774,12810.17811697851,9957.634861015264,,,,
22475.0,23067.0,22473.0,23064.0,-1.5643308870494366e-10,0.14228818600531667,59.664347620000626,2020/08/14,22769.999999999673,22767.95526617978,12750.656057544515,10017.299208635264,,,,
22475.0,23065.0,22473.0,23065.0,9.458744898438454e-11,0.13303090766567038,59.387098985971534,2020/08/15,22769.999999999767,22768.088297087445,12691.401989466209,10076.686307621236,,,,
22475.0,23066.0,22473.0,23064.0,1.2005330063402653e-10,0.12437588449029136,59.11109995552215,2020/08/16,22769.999999999887,22768.212672971935,12632.415265395177,10135.797407576758,,,,
22474.0,23066.0,22473.0,23064.0,-5.820766091346741e-11,0.11628395676234504,58.836347419692174,2020/08/17,22769.99999999983,22768.328956928697,12573.695201932247,10194.63375499645,,,,
22475.0,23067.0,22473.0,23065.0,6.548361852765083e-11,0.10871849247268983,58.56283810896275,2020/08/18,22769.999999999894,22768.43767542117,12515.241082315757,10253.196593105413,,,,
22476.0,23067.0,22473.0,23064.0,4.1109160520136356e-10,0.10164522199920611,58.2905686055783,2020/08/19,22770.000000000306,22768.53932064317,12457.052158932178,10311.487161710991,,,,
22474.0,23066.0,22474.0,23064.0,4.001776687800884e-10,0.09503218002282665,58.01953534782842,2020/08/20,22770.000000000706,22768.634352823192,12399.127655764372,10369.50669705882,,,,
22475.0,23067.0,22473.0,23065.0,-3.310560714453459e-10,0.08884938794290065,57.749734653469204,2020/08/21,22770.000000000375,22768.723202211135,12341.466770498846,10427.256431712289,,,,
22474.0,23067.0,22474.0,23065.0,-1.7789716366678476e-09,0.0830688045534771,57.48116272333937,2020/08/22,22769.999999998596,22768.80627101569,12284.06867658006,10484.737594435628,,,,
22475.0,23066.0,22474.0,23066.0,-1.3969838619232178e-09,0.07766432446078397,57.21381564142939,2020/08/23,22769.9999999972,22768.88393534015,12226.932525263092,10541.951410077058,,,,
22474.0,23066.0,22474.0,23065.0,1.1059455573558807e-09,0.07261145830125315,56.94768939846654,2020/08/24,22769.999999998305,22768.95654679845,12170.057447322926,10598.899099475524,,,,
22474.0,23066.0,22474.0,23064.0,4.507455741986632e-09,0.0678873372853559,56.682779891552855,2020/08/25,22770.000000002812,22769.024434135736,12113.442554768659,10655.581879367077,,,,
22475.0,23066.0,22473.0,23065.0,2.6338966563344e-09,0.06347057126913569,56.41908293460983,2020/08/26,22770.000000005446,22769.087904707005,12057.086942405318,10712.000962301687,,,,
22475.0,23066.0,22474.0,23065.0,-5.893525667488575e-09,0.05934115860145539,56.15659426490129,2020/08/27,22769.999999999553,22769.147245865606,12000.989689299018,10768.157556566588,,,,
22475.0,23067.0,22474.0,23066.0,-1.070293365046382e-08,0.05548040799476439,55.89530954871225,2020/08/28,22769.99999998885,22769.2027262736,11945.1498601583,10824.0528661153,,,,
22475.0,23066.0,22474.0,23066.0,-2.801243681460619e-09,0.05187083803321002,55.63522438878681,2020/08/29,22769.99999998605,22769.254597111634,11889.566506607547,10879.688090504087,,,,
22475.0,23066.0,22474.0,23066.0,8.512870408594608e-09,0.04849610493693035,55.3763343297087,2020/08/30,22769.99999999456,22769.30309321657,11834.238668382775,10935.064424833796,,,,
22474.0,23066.0,22473.0,23065.0,3.612512955442071e-09,0.04534093623442459,55.118634862681574,2020/08/31,22769.999999998174,22769.348434152806,11779.165374456328,10990.183059696477,,,,
22475.0,23066.0,22475.0,23066.0,7.09405867382884e-10,0.04239104341104394,54.86212143157354,2020/09/01,22769.999999998883,22769.390825196217,11724.345644068166,11045.04518112805,,,,
22475.0,23066.0,22475.0,23066.0,4.765752237290144e-10,0.03963307273079408,54.60678943690982,2020/09/02,22769.99999999936,22769.430458268947,11669.778487703987,11099.65197056496,,,,
22476.0,23066.0,22474.0,23065.0,8.36735125631094e-11,0.03705453556540306,54.35263424064942,2020/09/03,22769.999999999443,22769.467512804513,11615.462907998903,11154.00460480561,,,,
22475.0,23066.0,22474.0,23066.0,2.874003257602453e-10,0.034643758179299766,54.09965116999592,2020/09/04,22769.99999999973,22769.502156562692,11561.397900587086,11208.104255975606,,,,
22475.0,23066.0,22475.0,23066.0,1.382431946694851e-10,0.03238982594848494,53.847835521350135,2020/09/05,22769.99999999987,22769.53454638864,11507.582454891684,11261.952091496956,,,,
22475.0,23067.0,22474.0,23066.0,6.184563972055912e-11,0.03028253519005375,53.59718256382439,2020/09/06,22769.99999999993,22769.56482892383,11454.01555486305,11315.54927406078,,,,
22475.0,23066.025000000023,22475.0,23066.0,3.2741809263825417e-11,0.028312345857557375,53.34768754261495,2020/09/07,22769.999999999964,22769.59314126969,11400.696179666293,11368.896961603396,,,,
22474.0,23066.0,22474.0,23066.0,1.4551915228366852e-11,0.026470346234418685,53.0993456819142,2020/09/08,22769.999999999978,22769.619611615923,11347.623304330613,11421.99630728531,,,,
22475.0,23067.0,22475.0,23066.0,-8.36735125631094e-11,0.024748160252784146,52.85215218927988,2020/09/09,22769.999999999894,22769.644359776175,11294.795900301586,11474.84845947459,,,,
22475.0,23066.0,22474.0,23066.0,-9.822542779147625e-11,0.023138034674047958,52.60610225444907,2020/09/10,22769.999999999796,22769.66749781085,11242.21293608181,11527.454561729039,,,,
22475.0,23067.0,22474.0,23066.0,1.4551915228366852e-11,0.02163267642754363,52.36119105610669,2020/09/11,22769.99999999981,22769.689130487277,11189.873377702132,11579.815752785145,,,,
22474.0,23067.0,22474.0,23066.0,1.0550138540565968e-10,0.02022524982021423,52.117413763104196,2020/09/12,22769.999999999916,22769.709355737097,11137.776189188848,11631.93316654825,,,,
22474.0,23066.0,22474.0,23065.0,1.4551915228366852e-11,0.01890938973519951,51.874765535068946,2020/09/13,22769.99999999993,22769.728265126832,11085.920333043514,11683.807932083319,,,,
22475.0,23067.0,22474.0,23066.0,-5.093170329928398e-11,0.017679140415566508,51.633241525698395,2020/09/14,22769.99999999988,22769.745944267248,11034.304770658231,11735.441173609017,,,,
22475.0,23066.0,22474.0,23066.0,6.912159733474255e-11,0.01652892990023247,51.39283688465366,2020/09/15,22769.99999999995,22769.76247319715,10982.928462703478,11786.83401049367,,,,
22475.0,23067.0,22475.0,23066.0,2.874003257602453e-10,0.015453546035132604,51.153546759271194,2020/09/16,22770.000000000236,22769.777926743183,10931.790369490242,11837.987557252942,,,,
22475.0,23067.0,22475.0,23066.0,4.2928149923682213e-10,0.014448143389017787,50.9153662940771,2020/09/17,22770.000000000666,22769.792374886572,10880.889451339553,11888.902923547019,,,,
22474.0,23067.0,22475.0,23067.0,2.2919266484677792e-10,0.01350815577825415,50.678290636913516,2020/09/18,22770.000000000895,22769.80588304235,10830.224668858418,11939.581214183932,,,,
22475.0,23066.0,22475.0,23066.0,-7.203198038041592e-10,0.01262930415032315,50.442314938371055,2020/09/19,22770.000000000175,22769.8185123465,10779.794983224197,11990.023529122303,,,,
22474.0,23066.0,22475.0,23066.0,-1.5170371625572443e-09,0.01180763951560948,50.207434348682,2020/09/20,22769.999999998658,22769.830319986017,10729.599356515031,12040.230963470985,,,,
22475.0,23067.0,22474.0,23066.0,-1.280568540096283e-09,0.011039426441129763,49.973644025953035,2020/09/21,22769.999999997377,22769.841359412458,10679.63675191552,12090.204607496938,,,,
22474.0,23066.0,22474.0,23067.0,2.510205376893282e-10,0.01032119823503308,49.74093913219258,2020/09/22,22769.999999997628,22769.851680610693,10629.906133981562,12139.945546629131,,,,
22475.0,23066.0,22474.0,23067.0,3.383320290595293e-09,0.009649697880377062,49.509314837463535,2020/09/23,22770.00000000101,22769.861330308573,10580.406468841978,12189.454861466595,,,,
22475.0,23067.0,22474.0,23066.0,4.540197551250458e-09,0.009021887264680117,49.27876631917752,2020/09/24,22770.00000000555,22769.870352195838,10531.136724410066,12238.733627785772,,,,
22475.0,23067.0,22475.0,23066.0,6.075424607843161e-10,0.008434920036961557,49.04928876395206,2020/09/25,22770.00000000616,22769.878787115875,10482.09587056615,12287.782916549724,,,,
22474.0,23066.0,22474.0,23066.0,-5.613401299342513e-09,0.007886142939241836,48.820877367372304,2020/09/26,22770.000000000546,22769.886673258814,10433.282879341717,12336.603793917096,,,,
22475.0,23067.0,22475.0,23066.0,-1.1797965271398425e-08,0.007373068874585442,48.59352733593914,2020/09/27,22769.999999988748,22769.89404632769,10384.696725074653,12385.197321253036,,,,
22475.0,23066.0,22475.0,23066.0,-8.330971468240023e-09,0.006893375328218099,48.36723388700193,2020/09/28,22769.999999980417,22769.900939703017,10336.33638456298,12433.564555140038,,,,
22474.0,23066.0,22475.0,23066.0,8.043571142479777e-09,0.006444887821999146,48.14199225001357,2020/09/29,22769.99999998846,22769.90738459084,10288.200837200788,12481.706547390051,,,,
22474.0,23067.0,22475.0,23067.0,5.042238626629114e-09,0.006025582133588614,47.91779766646687,2020/09/30,22769.999999993503,22769.913410172972,10240.289065116454,12529.624345056518,,,,
22474.0,23065.0,22474.0,23066.0,3.1723175197839737e-09,0.005633556360407965,47.69464539119872,2020/10/01,22769.999999996675,22769.919043729333,10192.600053281616,12577.318990447717,,,,
22475.0,23066.0,22474.0,23066.0,1.6334524843841791e-09,0.005267035918222973,47.472530692468354,2020/10/02,22769.99999999831,22769.92431076525,10145.132789625066,12624.791521140185,,,,
22475.0,23066.0,22475.0,23067.0,7.639755494892597e-10,0.004924361659504939,47.25144885263762,2020/10/03,22769.999999999072,22769.92923512691,10097.886265134088,12672.042969992823,,,,
22474.0,23067.0,22474.0,23066.0,4.18367562815547e-10,0.0046039816152187996,47.0313951684675,2020/10/04,22769.99999999949,22769.933839108526,10050.859473947236,12719.07436516129,,,,
22475.0,23066.0,22474.0,23066.0,2.3283064365386963e-10,0.004304445265006507,46.81236495166013,2020/10/05,22769.999999999724,22769.93814355379,10004.05141344084,12765.88673011295,,,,
22475.0,23066.0,22475.0,23066.0,1.127773430198431e-10,0.004024397392640822,46.59435352941,2020/10/06,22769.999999999836,22769.942167951183,9957.461084308823,12812.48108364236,,,,
22474.0,23066.0,22474.0,23066.0,7.639755494892597e-11,0.0037625690347340424,46.37735624422203,2020/10/07,22769.999999999913,22769.945930520218,9911.087490633636,12858.858439886582,,,,
22474.0,23066.0,22474.0,23066.0,2.9103830456733704e-11,0.003517775265208911,46.16136845483925,2020/10/08,22769.99999999994,22769.949448295483,9864.929639954062,12905.019808341422,,,,
22475.0,23066.0,22475.0,23066.0,2.1827872842550278e-11,0.0032889077156141866,45.94638553620098,2020/10/09,22769.999999999964,22769.9527372032,9818.986543325576,12950.966193877623,,,,
22475.0,23066.0,22475.0,23066.0,1.4551915228366852e-11,0.0030749350116821006,45.73240288113084,2020/10/10,22769.999999999978,22769.95581213821,9773.257215379457,12996.698596758753,,,,
22474.0,23066.0,22475.0,23066.0,-1.4551915228366852e-11,0.0028748751756211277,45.519415894535996,2020/10/11,22769.999999999964,22769.958687013386,9727.740674360097,13042.21801265329,,,,
22475.0,23066.0,22474.0,23066.0,-4.3655745685100555e-11,0.0026878243588726036,45.307420002442086,2020/10/12,22769.99999999992,22769.961374837745,9682.435942182014,13087.525432655731,,,,
22474.0,23067.0,22475.0,23066.0,-9.094947017729282e-11,0.0025129610585281625,45.09641065227515,2020/10/13,22769.99999999983,22769.963887798804,9637.342044490797,13132.621843308007,,,,
22475.0,23066.0,22475.0,23066.0,-4.3655745685100555e-11,0.0023494677516282536,44.886383299393856,2020/10/14,22769.999999999785,22769.966237266555,9592.458010659155,13177.5082266074,,,,
22475.0,23067.0,22475.0,23066.0,5.4569682106375694e-11,0.0021966119165881537,44.67733342247084,2020/10/15,22769.99999999984,22769.968433878472,9547.7828738486,13222.185560029871,,,,
22475.0,23066.0,22475.0,23067.0,1.127773430198431e-10,0.002053699496173067,44.4692565166315,2020/10/16,22769.999999999953,22769.970487577968,9503.315671031465,13266.654816546503,,,,
22474.0,23066.0,22474.0,23066.0,8.731149137020111e-11,0.0019200847746105865,44.26214809515113,2020/10/17,22770.00000000004,22769.972407662743,9459.055443021089,13310.916964641654,,,,
22474.0,23066.0,22475.0,23066.0,-6.548361852765083e-11,0.0017951642075786367,44.05600368908017,2020/10/18,22769.999999999975,22769.97420282695,9415.001234496216,13354.972968330734,,,,
22475.0,23066.0,22475.0,23066.0,-1.382431946694851e-10,0.0016783700375526678,43.85081884772626,2020/10/19,22769.999999999836,22769.975881196988,9371.152094018527,13398.82378717846,,,,
22475.0,23066.0,22474.0,23066.0,-3.637978807091713e-11,0.0015691733642597683,43.64658913847961,2020/10/20,22769.9999999998,22769.977450370352,9327.507074053412,13442.47037631694,,,,
22474.0,23067.0,22475.0,23066.0,2.4010660126805305e-10,0.0014670775999547914,43.44331014705131,2020/10/21,22770.00000000004,22769.978917447952,9284.06523098396,13485.913686463991,,,,
22475.0,23066.0,22475.0,23066.0,9.276845958083868e-10,0.001371630536596058,43.24097747709311,2020/10/22,22770.000000000968,22769.98028907849,9240.825625137404,13529.154663941084,,,,
22475.0,23066.0,22473.0,23066.0,1.8662831280380487e-09,0.0012824009099858813,43.039586750937815,2020/10/23,22770.000000002834,22769.9815714794,9197.787320787376,13572.194250692022,,,,
22475.0,23066.0,22474.0,23066.0,2.4265318643301725e-09,0.0011989742015430238,42.83913360973747,2020/10/24,22770.00000000526,22769.9827704536,9154.94938615184,13615.03338430176,,,,
22474.0,23066.0,22475.0,23067.0,2.5502231437712908e-09,0.0011209675576537848,42.6396137131851,2020/10/25,22770.00000000781,22769.983891421158,9112.310893406213,13657.672998014945,,,,
22475.0,23067.0,22475.0,23066.0,1.800799509510398e-09,0.001048026795615442,42.44102273914177,2020/10/26,22770.00000000961,22769.984939447953,9069.870918693867,13700.114020754087,,,,
22475.0,23067.0,22475.0,23066.0,-3.67435859516263e-10,0.0009798392784432508,42.243356383067294,2020/10/27,22770.000000009244,22769.98591928723,9027.628542150078,13742.357377137154,,,,
22475.0,23066.0,22474.0,23066.0,-4.1509338188916445e-09,0.0009160941699519753,42.046610359971964,2020/10/28,22770.000000005093,22769.9868353814,8985.582847884276,13784.403987497126,,,,
22475.0,23067.0,22475.0,23066.0,-6.766640581190586e-09,0.0008564961535739712,41.85078040367989,2020/10/29,22769.999999998327,22769.987691877555,8943.73292397675,13826.254767900806,,,,
22475.0,23066.0,22475.0,23066.0,-5.609763320535421e-09,0.0008007721116882749,41.655862266406984,2020/10/30,22769.999999992717,22769.988492649667,8902.077862482454,13867.910630167213,,,,
22475.0,23067.0,22475.0,23066.0,-7.821654435247183e-10,0.0007486717659048736,41.46185171867728,2020/10/31,22769.999999991935,22769.989241321433,8860.616759435543,13909.37248188589,,,,
22474.0,23066.0,22475.0,23066.0,6.628397386521101e-09,0.0006999617980909534,41.26874454956669,2020/11/01,22769.999999998563,22769.98994128323,8819.348714847774,13950.641226435457,,,,
22474.0,23067.0,22475.0,23066.0,1.5152181731536984e-08,0.000654420284263324,41.07653656691582,2020/11/02,22770.000000013715,22769.990595703515,8778.272832701143,13991.717763002373,,,,
22475.0,23066.0,22475.0,23066.0,1.5745172277092934e-08,0.0006118431301729288,40.885223596886135,2020/11/03,22770.00000002946,22769.991207546645,8737.388220947387,14032.602986599259,,,,
