Actual_interval_down,Actual_interval_up,Confirm_interval_down,Confirm_interval_up,Dailynew_actual,Dailynew_confirm,Dailynew_remove,Date,Predict_actual,Predict_confirm,Remain_confirm,Remove,ADate,Official_confirmed,Official_cure,Official_dailynew,Official_remove
4081.0,4335.0,3548.0,3785.0,5.53791323909536e-09,27.326714967386124,8.474740127682537,2020/04/30,4207.572790199788,3666.2322137977494,3383.5361004666415,282.69611333110777,,,,,
4081.0,4335.0,3574.0,3812.0,2.143679012078792e-09,26.01355669112445,8.52036840298058,2020/05/01,4207.572790201932,3692.245770488874,3401.0292887547857,291.21648173408835,,,,,
4081.0,4335.0,3598.0,3837.0,-1.827811502153054e-08,24.763502051890555,8.562667982320306,2020/05/02,4207.5727901836535,3717.0092725407644,3417.230122824356,299.77914971640865,,,,,
4081.0,4336.0,3621.0,3861.0,2.0913830667268485e-08,23.573516886309335,8.601801768089786,2020/05/03,4207.572790204567,3740.5827894270737,3432.2018379425754,308.38095148449844,,,,,
4081.0,4335.0,3643.0,3884.0,-9.038558346219361e-09,22.44071616143401,8.63792464890139,2020/05/04,4207.572790195529,3763.0235055885078,3446.004629455108,317.01887613339983,,,,,
4081.0,4335.0,3664.0,3905.0,-2.877641236409545e-09,21.362349980663566,8.671184251078273,2020/05/05,4207.572790192651,3784.3858555691713,3458.6957951846935,325.6900603844781,,,,,
4081.0,4335.0,3684.0,3926.0,6.548361852765083e-10,20.335804521605496,8.701720888849593,2020/05/06,4207.572790193306,3804.721660090777,3470.3298788174493,334.3917812733277,,,,,
4081.0,4335.0,3703.0,3946.0,7.968992576934397e-09,19.358591392233848,8.729668136048076,2020/05/07,4207.572790201275,3824.0802514830107,3480.958802073635,343.12144940937577,,,,,
4081.0,4335.0,3722.0,3965.0,-1.3563294487539679e-08,18.428337967290645,8.75515334527745,2020/05/08,4207.572790187712,3842.5085894503013,3490.6319866956483,351.8766027546532,,,,,
4081.0,4335.0,3739.0,3982.0,2.1991581888869405e-09,17.54277351381279,8.778298392659678,2020/05/09,4207.572790189911,3860.051362964114,3499.396461816801,360.6549011473129,,,,,
4081.0,4335.0,3755.0,3999.0,3.0222508939914405e-09,16.69977797064348,8.799217060572346,2020/05/10,4207.572790192933,3876.7511409347576,3507.2970227268725,369.45411820788524,,,,,
4081.0,4335.0,3771.0,4015.0,2.2464519133791327e-10,15.89728859068964,8.818020048341964,2020/05/11,4207.572790193158,3892.648429525447,3514.37629126922,378.2721382562272,,,,,
4081.0,4335.0,3786.0,4031.0,-4.288267518859357e-09,15.13336153315231,8.834811667022848,2020/05/12,4207.5727901888695,3907.7817910585995,3520.6748411353497,387.10694992325006,,,,,
4081.0,4335.0,3800.0,4045.0,9.346877050120384e-09,14.406143129390784,8.84969138178991,2020/05/13,4207.572790198216,3922.1879341879903,3526.2312928829506,395.95664130503997,,,,,
4081.0,4335.0,3813.0,4059.0,-4.4674379751086235e-09,13.713870206682259,8.862753795055426,2020/05/14,4207.572790193749,3935.9018043946726,3531.0824092945772,404.8193951000954,,,,,
4081.0,4335.0,3826.0,4072.0,-6.630216375924647e-10,13.054864403842657,8.874088951609963,2020/05/15,4207.572790193086,3948.9566687985152,3535.26318474681,413.69348405170535,,,,,
4081.0,4335.0,3839.0,4085.0,-4.43833414465189e-10,12.42752840472258,8.883782541358187,2020/05/16,4207.572790192642,3961.384197203238,3538.8069306101743,422.57726659306354,,,,,
4081.0,4335.0,3850.0,4097.0,3.2232492230832577e-09,11.830340520436948,8.891916190180154,2020/05/17,4207.572790195865,3973.2145377236748,3541.745354940431,431.4691827832437,,,,,
4081.0,4335.025000000023,3861.0,4109.0,-3.4788172342814505e-09,11.261835642741516,8.898568481745428,2020/05/18,4207.5727901923865,3984.4763733664163,3544.108622101427,440.3677512649891,,,,,
4081.0,4335.0,3872.0,4120.0,7.121343514882028e-10,10.720664140166718,8.903811799198877,2020/05/19,4207.572790193099,3995.197037506583,3545.925474442395,449.271563064188,,,,,
4081.0,4336.0,3881.0,4130.0,6.71207089908421e-10,10.205493684205067,8.907717590920129,2020/05/20,4207.57279019377,4005.402531190788,3547.22325053568,458.17928065510813,,,,,
4081.0,4335.0,3891.0,4140.0,7.275957614183426e-11,9.715080335622133,8.910352558346801,2020/05/21,4207.572790193843,4015.11761152641,3548.0279783129554,467.08963321345493,,,,,
