Date,Predict_confirm,Predict_actual,Dailynew_confirm,Dailynew_actual,Remove,Dailynew_remove,Remain_confirm,Confirm_interval_down,Confirm_interval_up,Actual_interval_down,Actual_interval_up,ADate,Official_confirmed,Official_dailynew,Official_remove
2020/05/02,42840.610033830984,43642.891275471615,100.6632493810248,0.0021723845493397675,2721.128130213394,81.02368776330331,40119.48190361759,42435.0,43246.0,43233.0,44053.0,,,,
2020/05/03,42930.05118031601,43642.892484665324,89.44114648502728,0.0012091937096556649,2802.179900216527,81.05177000313324,40127.87128009948,42524.0,43337.0,43234.0,44053.0,,,,
2020/05/04,43009.52122169665,43642.89315733657,79.47004138063494,0.0006726712454110384,2883.238337489503,81.05843727297588,40126.28288420715,42603.0,43416.0,43235.0,44053.0,,,,
2020/05/05,43080.131726032756,43642.89353139643,70.61050433610944,0.00037405986222438514,2964.284451250748,81.04611376124512,40115.847274782005,42673.0,43488.0,43233.0,44053.0,,,,
2020/05/06,43142.87035993935,43642.893739361156,62.73863390659244,0.00020796472381334752,3045.301404630053,81.01695337930505,40097.568955309296,42736.0,43549.0,43234.0,44053.0,,,,
2020/05/07,43198.614692664625,43642.893854976246,55.74433272527676,0.00011561509018065408,3126.2742745000223,80.97286986996914,40072.340418164604,42792.0,43607.0,43235.0,44052.0,,,,
2020/05/08,43248.144465208235,43642.89391925631,49.52977254361031,6.428006599890068e-05,3207.18983806803,80.91556356800766,40040.95462714021,42842.0,43656.0,43234.0,44053.0,,,,
2020/05/09,43292.152493476664,43642.89395500181,44.00802826842846,3.5745499189943075e-05,3288.036383258252,80.84654519022206,40004.11611021841,42886.0,43700.0,43235.0,44052.0,,,,
2020/05/10,43331.254357944534,43642.893974885956,39.101864467869746,1.988414442166686e-05,3368.8035402148125,80.76715695656048,39962.450817729725,42925.0,43740.0,43234.0,44053.0,,,,
2020/05/11,43365.997013933025,43642.89398595217,34.742655988491606,1.1066214938182384e-05,3449.4821315843124,80.67859136949983,39916.51488234871,42959.0,43775.0,43234.0,44053.0,,,,
2020/05/12,43396.866439849226,43642.893992113626,30.86942591620027,6.1614555306732655e-06,3530.064039531903,80.58190794759048,39866.80240031732,42989.0,43806.0,43234.0,44053.0,,,,
2020/05/13,43424.29443657212,43642.893995546314,27.427996722894022,3.4326876630075276e-06,3610.5420875198897,80.47804798798688,39813.75234905223,43016.0,43833.0,43234.0,44053.0,,,,
2020/05/14,43448.66466624546,43642.89399745977,24.370229673339054,1.9134531612508e-06,3690.909935312591,80.36784779270147,39757.754730932866,43040.0,43858.0,43235.0,44053.0,,,,
