Actual_interval_down,Actual_interval_up,Confirm_interval_down,Confirm_interval_up,Dailynew_actual,Dailynew_confirm,Dailynew_cure,Dailynew_remove,Date,Predict_actual,Predict_confirm,Predict_cure,Remain_confirm,Remove,ADate,Official_confirmed,Official_cure,Official_dailynew,Official_remove
12413.0,12854.0,12079.0,12514.0,54.11282839874184,120.46766774510252,279.16551290853204,281.6883660491999,2020/02/15,12632.766727952563,12295.593729806023,3925.788441775113,8334.667294269942,3960.926435536081,2020-02-15,12334.53945,3796.0,186.10874999999942,3865.0
12457.0,12899.0,12179.0,12615.0,45.21466740439246,100.65834408031878,273.5679218258174,276.04433675229757,2020/02/16,12677.981395356956,12396.252073886342,4199.356363600929,8159.281301597964,4236.970772288379,2020-02-16,12464.2516,4212.0,129.71214999999938,4286.0
12495.0,12938.0,12262.0,12700.0,37.779694703714995,84.10639717102094,267.563360934656,269.9895784301598,2020/02/17,12715.76109006067,12480.358471057363,4466.919724535586,7973.398120338825,4506.960350718538,2020-02-17,12555.61407,4690.0,91.36247000000004,4769.0
12526.0,12969.0,12332.0,12771.0,31.567308287283595,70.27619804117603,261.2624532390737,263.6356956323525,2020/02/18,12747.328398347954,12550.63466909854,4728.18217777466,7780.038622747648,4770.596046350891,2020-02-18,12618.77825,5248.0,63.16417999999976,5331.0
12590.0,13034.0,12450.0,12891.0,64.39865876888143,118.94196710155666,967.4241928586616,976.1401592331595,2020/02/19,12811.727057116836,12669.576636200096,5695.606370633322,6922.8404306160455,5746.73620558405,2020-02-19,12666.15139,5818.0,47.373140000001506,5907.0
12637.0,13081.0,12534.0,12978.0,46.540842573873306,85.95927206237684,859.4996574991839,867.2588864638547,2020/02/20,12858.267899690709,12755.535908262473,6555.106028132504,6141.540816214568,6613.995092047905,2020-02-20,12803.0,6476.0,136.8486099999991,6568.0
12670.0,13115.0,12596.0,13040.0,33.63501743350207,62.12269448232291,761.5451117677303,768.4350911582851,2020/02/21,12891.902917124211,12817.658602744796,7316.651139900236,5435.2284195386055,7382.43018320619,2020-02-21,12834.0,7102.0,31.0,7197.0
12694.0,13139.0,12631.0,13076.0,24.30798883487114,35.289485411993155,673.2796106942424,679.3855649523521,2020/02/22,12916.210905959082,12852.948088156789,7989.930750594477,4791.132339998247,8061.815748158542,2020-02-22,12852.0,7590.0,18.0,7686.0
12711.0,13157.0,12657.0,13101.0,17.56735620855943,25.503675725198264,594.1909895259943,599.5937885928561,2020/02/23,12933.778262167642,12878.451763881987,8584.121740120472,4217.042227130589,8661.409536751398,2020-02-23,12863.0,7996.0,11.0,8093.0
12724.0,13170.0,12675.0,13120.0,12.695908222374783,18.43147948958358,523.6384792196459,528.4134628208267,2020/02/24,12946.474170390016,12896.88324337157,9107.760219340118,3707.0602437993457,9189.822999572225,2020-02-24,12872.0,8469.0,9.0,8569.0
12726.0,13172.0,12688.0,13133.0,2.3703431982721668,13.32041009682689,460.9220428692552,465.138464879552,2020/02/25,12948.844513588288,12910.203653468398,9568.682262209373,3255.2421890166206,9654.961464451777,2020-02-25,12877.0,8833.0,5.0,8933.0
12726.0,13173.0,12697.0,13144.0,0.0,9.626645516489589,405.32830162485703,409.0491864860742,2020/02/26,12948.844513588288,12919.830298984887,9974.01056383423,2855.819648047036,10064.010650937851,2020-02-26,12901.0,9295.0,24.0,9398.0
12726.0,13172.0,12704.0,13150.0,0.0,6.95716579114378,356.16005333235626,359.44231849546304,2020/02/27,12948.844513588288,12926.78746477603,10330.170617166586,2503.3344953427168,10423.452969433314,2020-02-27,12910.0,9714.0,9.0,9820.0
12726.0,13172.0,12709.0,13155.0,0.0,5.0279357894469285,312.75439239267143,315.64913514644104,2020/02/28,12948.844513588288,12931.815400565478,10642.925009559258,2192.7132959857227,10739.102104579755,2020-02-28,12914.0,10107.0,4.0,10215.0
12727.0,13173.0,12713.0,13159.0,0.0,3.633683429841767,274.4929918906164,277.0458705381079,2020/02/29,12948.844513588288,12935.44908399532,10917.418001449874,1919.3011088774565,11016.147975117863,2020-02-29,12917.0,10438.0,3.0,10547.0
12726.0,13173.0,12715.0,13162.0,0.0,2.6260588051736704,240.80707098195492,243.05873274374244,2020/03/01,12948.844513588288,12938.075142800493,11158.22507243183,1678.8684349388877,11259.206707861606,2020-03-01,12923.0,10705.0,6.0,10814.0
12726.0,13173.0,12717.0,13164.0,0.0,1.8978496514500875,211.17882828039185,213.1653521490971,2020/03/02,12948.844513588288,12939.972992451943,11369.40390071222,1467.6009324412407,11472.372060010703,2020-03-02,12923.0,11037.0,0.0,11146.0
12726.0,13172.0,12718.0,13165.0,0.0,1.3715737363272638,185.14058958105846,186.89392347825014,2020/03/03,12948.844513588288,12941.34456618827,11554.54449029328,1282.0785826993178,11659.265983488953,2020-03-03,12923.0,11300.0,0.0,11410.0
12726.0,13172.0,12720.0,13166.0,0.0,0.991234666260425,162.27253858888798,163.82091793296786,2020/03/04,12948.844513588288,12942.335800854531,11716.817028882168,1119.2488994326104,11823.08690142192,2020-03-04,12923.0,11566.0,0.0,11676.0
12726.0,13173.0,12720.0,13167.0,0.0,0.7163641875395115,142.19962937256602,143.56796952539844,2020/03/05,12948.844513588288,12943.05216504207,11859.016658254734,976.3972940947515,11966.654870947319,2020-03-05,12924.0,11760.0,1.0,11871.0
12727.0,13172.0,12721.0,13167.0,0.0,0.517715569878419,124.58808788813805,125.79834660468623,2020/03/06,12948.844513588288,12943.569880611949,11983.604746142872,851.1166630599437,12092.453217552005,2020-03-06,12925.0,11936.0,1.0,12047.0
12726.0,13173.0,12722.0,13167.0,0.0,0.37415243810210086,109.14177364283388,110.21328209024614,2020/03/07,12948.844513588288,12943.944033050051,12092.746519785704,741.2775334077996,12202.666499642251,2020-03-07,12925.0,12054.0,0.0,12165.0
12727.0,13172.0,12721.975000000002,13168.0,0.0,0.27039953701751074,95.5985790261566,96.54834154627679,2020/03/08,12948.844513588288,12944.214432587069,12188.345098811862,644.9995913985404,12299.214841188528,2020-03-08,12925.0,12167.0,0.0,12279.0
12726.0,13172.0,12722.0,13168.0,0.0,0.19541743412082724,83.72697638230238,84.56994017534089,2020/03/09,12948.844513588288,12944.40985002119,12272.072075194164,560.6250686573203,12383.78478136387,2020-03-09,12925.0,12312.0,0.0,12424.0
12727.0,13173.0,12722.0,13169.0,0.0,0.14122795274306554,73.32277781663106,74.0720743238744,2020/03/10,12948.844513588288,12944.551077973932,12345.394853010795,486.69422228618896,12457.856855687744,2020-03-10,12926.0,12419.0,1.0,12531.0
12726.0,13172.0,12723.0,13168.0,0.0,0.10206527781883779,64.20614145004038,64.87330153192852,2020/03/11,12948.844513588288,12944.653143251751,12409.600994460836,421.9229860320793,12522.730157219672,2020-03-11,12927.0,12495.0,1.0,12608.0
12726.0,13172.0,12722.0,13168.0,0.0,0.07376245897467015,56.21883692127631,56.81398205706864,2020/03/12,12948.844513588288,12944.726905710726,12465.819831382112,365.1827664339853,12579.54413927674,2020-03-12,12927.0,12542.0,0.0,12656.0
12726.0,13172.0,12722.0,13168.0,0.0,0.05330804481309315,49.221769276475236,49.75378101759452,2020/03/13,12948.844513588288,12944.780213755539,12515.04160065859,315.4822934612039,12629.297920294335,2020-03-13,12939.0,12592.0,12.0,12706.0
12727.0,13172.0,12722.0,13168.0,0.0,0.03852566321256745,43.09275184010767,43.569421677078935,2020/03/14,12948.844513588288,12944.818739418752,12558.134352498697,271.9513974473375,12672.867341971414,2020-03-14,12939.0,12624.0,0.0,12738.0
12726.0,13172.0,12722.0,13168.0,0.0,0.02784245015209308,37.72451346148955,38.15267514390143,2020/03/15,12948.844513588288,12944.846581868904,12595.858865960183,233.82656475358817,12711.020017115316,2020-03-15,12939.0,12646.0,0.0,12760.0
