Date,Predict_confirm,Predict_actual,Dailynew_confirm,Dailynew_actual,Remove,Dailynew_remove,Remain_confirm,Confirm_interval_down,Confirm_interval_up,Actual_interval_down,Actual_interval_up,ADate,Official_confirmed,Official_dailynew,Official_cure,Official_remove
2020/04/05,63401.622199362246,64642.1162907693,717.8321455834084,333.10290037782397,8584.263632805776,506.00998871996217,54817.35856655647,62908.0,63896.0,64145.0,65141.0,,,,,
2020/04/06,63946.786261712434,64884.03825333468,545.164062350188,241.92196256537864,9091.39582960879,507.13219680301336,54855.390432103646,63452.0,64442.02500000002,64387.0,65383.0,,,,,
2020/04/07,64356.98254986893,65059.20035468374,410.19628815649776,175.1621013490585,9598.229674477643,506.8338448688537,54758.75287539129,63860.0,64855.0,64559.0,65559.0,,,,,
2020/04/08,64663.27960420578,65185.81993303333,306.2970543368501,126.61957834959321,10103.67391566534,505.4442411876971,54559.60568854044,64166.0,65160.0,64686.0,65686.0,,,,,
2020/04/09,64890.588219982346,65277.30388235823,227.3086157765647,91.48394932490191,10606.90437541865,503.23045975330933,54283.6838445637,64392.0,65390.0,64776.0,65778.0,,,,,
2020/04/10,65058.45458940232,65343.42572168466,167.8663694199713,66.12183932642802,11107.30832867917,500.4039532605202,53951.14626072315,64558.0,65559.0,64844.0,65846.0,,,,,
2020/04/11,65181.95412168558,65391.26470347634,123.49953228326194,47.83898179168318,11604.437287666791,497.12895898762144,53577.51683401879,64683.0,65683.0,64889.0,65894.0,,,,,
2020/04/12,65272.5555537926,65425.92761787522,90.6014321070179,34.66291439887573,12097.96838234714,493.53109468034927,53174.587171445455,64772.0,65775.0,64924.0,65928.0,,,,,
2020/04/13,65338.88871545803,65451.08978997143,66.33316166543227,25.162172096213908,12587.673637297583,489.7052549504424,52751.21507816044,64838.0,65840.0,64951.0,65953.0,,,,,
2020/04/14,65387.39084563601,65469.393646374956,48.50213017797796,18.30385640352324,13073.396045596013,485.7224082984303,52313.994800039996,64887.0,65889.0,64969.0,65971.0,,,,,
2020/04/15,65422.83065210875,65482.738940552794,35.43980647274293,13.345294177837786,13555.03124217977,481.6351965837566,51867.79940992898,64922.0,65924.0,64982.0,65985.0,,,,,
2020/04/16,65448.7217949351,65492.49244381247,25.891142826352734,9.753503259678837,14032.513647669562,477.48240548979265,51416.20814726554,64949.0,65951.0,64991.0,65995.0,,,,,
2020/04/17,65467.642496957065,65499.63869333774,18.920702021961915,7.146249525270832,14505.806099031635,473.2924513620728,50961.83639792543,64966.0,65970.0,64998.0,66001.0,,,,,
2020/04/18,65481.47874356816,65504.88804759341,13.836246611092065,5.249354255669459,14974.892151879792,469.0860528481571,50506.58659168836,64980.0,65983.0,65003.0,66006.0,,,,,
2020/04/19,65491.60709787611,65508.754024160815,10.128354307955306,3.865976567401958,15439.77040218576,464.8782503059683,50051.83669569035,64990.0,65994.0,65007.0,66011.0,,,,,
2020/04/20,65499.03083048258,65511.60863325634,7.423732606468548,2.8546090955278487,15900.450318012843,460.67991582708237,49598.580512469736,64998.0,66002.0,65009.0,66012.0,,,,,
2020/04/21,65504.48053992073,65513.721983602896,5.449709438151331,2.1133503465534886,16356.949191195346,456.4988731825033,49147.53134872539,65003.0,66006.0,65013.0,66016.0,,,,,
2020/04/22,65508.488104080534,65515.29066006615,4.0075641598014045,1.5686764632555423,16809.289914244862,452.3407230495159,48699.198189835675,65009.0,66011.0,65015.0,66017.0,,,,,
2020/04/23,65511.44079565734,65516.45808567955,2.9526915768074105,1.1674256133992458,17257.49936232578,448.20944808091735,48253.941433331565,65011.0,66012.0,65015.0,66018.0,,,,,
2020/04/24,65513.62075342222,65517.32915750275,2.179957764878054,0.8710718231959618,17701.607217249326,444.10785492354626,47812.01353617289,65012.0,66015.0,65016.0,66019.0,,,,,
2020/04/25,65515.233705998355,65517.98078771877,1.6129525761352852,0.6516302160234773,18141.64511344553,440.0378961962051,47373.58859255283,65014.0,66019.0,65017.0,66020.0,,,,,
2020/04/26,65516.42984133517,65518.46951157477,1.1961353368169512,0.48872385599679546,18577.646018063046,436.0009046175146,46938.783823272126,65017.0,66018.0,65018.0,66019.0,,,,,
2020/04/27,65517.31895590935,65518.83699082131,0.8891145741799846,0.3674792465462815,19009.64378108098,431.99776301793463,46507.67517482837,65016.0,66019.0,65017.0,66021.0,,,,,
2020/04/28,65517.98144723257,65519.11400400167,0.6624913232153631,0.277013180355425,19437.672808809144,428.0290277281638,46080.30863842342,65015.0,66020.0,65017.0,66023.0,,,,,
2020/04/29,65518.47629085252,65519.32334652347,0.4948436199556454,0.2093425218045013,19861.767826919568,424.09501811042355,45656.708463932955,65017.0,66021.0,65017.0,66021.0,,,,,
