Dailynew_actual,Dailynew_confirm,Dailynew_cure,Dailynew_remove,Date,Predict_actual,Predict_confirm,Predict_cure,Remain_confirm,Remove,ADate,Official_confirmed,Official_cure,Official_dailynew,Official_remove,Confirm_interval_down,Confirm_interval_up,Actual_interval_down,Actual_interval_up
808.3978971809192,793.9544867850491,651.6651173829596,695.9292114781811,2020/02/20,45504.62980843151,44318.03355529984,7907.889803945922,35831.56815441182,8486.465400888019,2020-02-20,45346.0,6214.0,319.0,7898.0,43906.0,44731.0,45086.0,45923.0
827.6549475486536,806.2726374130943,654.0977245816886,697.9288767100697,2020/02/21,46332.28475598017,45124.30619271293,8561.98752852761,35939.91191511484,9184.394277598089,2020-02-21,45660.0,7206.0,314.0,8980.0,44709.0,45543.0,45911.0,46754.0
847.1549998043338,822.0522193339566,656.7525500342836,700.164182754259,2020/02/22,47179.4397557845,45946.35841204689,9218.740078561894,36061.79995169454,9884.558460352348,2020-02-22,46201.0,8171.0,541.0,10027.0,45526.0,46367.0,46755.0,47606.0
867.0062268575202,839.7479766372126,659.6723674965177,702.680560023111,2020/02/23,48046.44598264202,46786.1063886841,9878.412446058412,36198.86736830864,10587.239020375458,2020-02-23,46607.0,8946.0,406.0,10933.0,46362.0,47211.0,47617.0,48477.0
887.2666906363665,858.6099930497949,662.8794629319145,705.5013912546019,2020/02/24,48933.71267327839,47644.716381733895,10541.291908990326,36351.975970103835,11292.74041163006,2020-02-24,47071.0,10337.0,464.0,12380.0,47216.0,48073.0,48500.0,49368.0
132.75016511618014,476.7763807361698,2625.9464447040264,2806.9711248178937,2020/02/25,49066.46283839457,48121.492762470065,13167.238353694353,34021.78122602211,14099.711536447954,2020-02-25,47423.0,11793.0,352.0,13878.0,47694.0,48552.0,48632.0,49501.0
122.56888150085433,354.3253235087177,2456.5691902350954,2623.2241401358624,2020/02/26,49189.03171989542,48475.81808597878,15623.807543929448,31752.882409394966,16722.935676583817,2020-02-26,47824.0,13328.0,401.0,15432.0,48045.0,48908.0,48754.0,49624.0
113.16858374536241,271.3520714479746,2292.892838077878,2445.817315078355,2020/02/27,49302.200303640784,48747.17015742676,17916.700382007326,29578.417165764586,19168.75299166217,2020-02-27,48137.0,15826.0,313.0,17958.0,48314.0,49181.0,48868.0,49737.0
104.48934579550405,214.2892733055487,2136.776313172537,2276.7275344736154,2020/02/28,49406.68964943629,48961.459430732306,20053.476695179863,27515.97890459652,21445.480526135787,2020-02-28,48557.0,17552.0,420.0,19721.0,48528.0,49396.0,48973.0,49844.0
96.47584127677692,174.30231026257388,1989.1516210745685,2116.9365395172026,2020/02/29,49503.165490713065,49135.76174099488,22042.628316254435,25573.34467534189,23562.41706565299,2020-02-29,49122.0,19227.0,565.0,21422.0,48703.0,49571.0,49068.0,49940.0
89.07699142755155,145.6328151941052,1850.3680457171831,1966.8013022071173,2020/03/01,49592.24248214062,49281.394556188985,23892.99636197161,23752.17618832888,25529.218367860107,2020-03-01,49315.0,21185.0,193.0,23412.0,48846.0,49718.0,49156.0,50028.0
82.24563863519143,124.52251064464508,1720.4144161388574,1826.2930447005783,2020/03/02,49674.48812077581,49405.91706683363,25613.410778110472,22050.405654272945,27355.511412560685,2020-03-02,49426.0,23031.0,111.0,25282.0,48971.0,49842.0,49239.0,50112.0
75.9382451116544,108.51385788787593,1599.0622882148346,1695.1511020301405,2020/03/03,49750.42636588746,49514.430924721506,27212.473066325307,20463.76841013068,29050.662514590826,2020-03-03,49540.0,24890.0,114.0,27172.0,49079.0,49950.0,49313.0,50188.0
70.11461477047851,95.99559699629754,1485.9577997097113,1572.9815455410244,2020/03/04,49820.54098065794,49610.4265217178,28698.430866035014,18986.782461585954,30623.64406013185,2020-03-04,49671.0,26316.0,131.0,28621.0,49175.0,50047.0,49384.0,50259.0
64.73763651229092,85.9074177258808,1380.680245491454,1459.3200086681536,2020/03/05,49885.27861717023,49696.333939443684,30079.11111152647,17613.36987064368,32082.964068800004,2020-03-05,49797.0,27354.0,126.0,29682.0,49260.0,50135.0,49447.0,50324.0
59.77304726564034,77.54799235989776,1282.779107703107,1353.6713508639841,2020/03/06,49945.05166443587,49773.88193180358,31361.89021922958,16337.246512139594,33436.63541966399,2020-03-06,49871.0,28511.0,74.0,30860.0,49337.0,50211.0,49507.0,50384.0
55.18921325559495,70.45017109525361,1191.79715546206,1255.5343551039405,2020/03/07,50000.24087769147,49844.332102898836,32553.687374691635,15152.162328130908,34692.16977476793,2020-03-07,49912.0,29770.0,41.0,32140.0,49407.0,50282.0,49562.0,50439.0
6.307122124184389,64.29983244616596,1107.2845558123954,1164.4167751196874,2020/03/08,50006.54799981565,49908.631935345,33660.97193050404,14052.045385457386,35856.586549887616,2020-03-08,49948.0,30933.0,36.0,33321.0,49472.0,50347.0,49568.0,50445.0
0.0,58.883089935494354,1028.8072085183303,1079.8441865814457,2020/03/09,50006.54799981565,49967.515025280496,34689.779139022365,13031.084288811435,36936.43073646906,2020-03-09,49965.0,31829.0,17.0,34233.0,49529.0,50406.0,49568.0,50444.0
0.0,3.7124364059854997,955.9513850668301,1001.3648779137147,2020/03/10,50006.54799981565,49971.22746168648,35645.730524089195,12033.431847303706,37937.795614382776,2020-03-10,49978.0,33041.0,13.0,35464.0,49533.0,50409.0,49567.0,50445.0
0.0,3.413659686295432,888.3260204886682,928.5522292130045,2020/03/11,50006.54799981565,49974.64112137278,36534.05654457786,11108.293277776997,38866.34784359578,2020-03-11,49986.0,34094.0,8.0,36524.0,49538.0,50414.0,49569.0,50445.0
0.0,3.142729659244651,825.5635312895391,861.0055166332531,2020/03/12,50006.54799981565,49977.78385103202,37359.6200758674,10250.430490802988,39727.35336022903,2020-03-12,49991.0,35197.0,5.0,37633.0,49540.0,50416.0,49569.0,50446.0
0.0,2.8957824571843958,767.3197227971104,798.3497464531465,2020/03/13,50006.54799981565,49980.679633489206,38126.93979866451,9454.976526807026,40525.70310668218,2020-03-13,49995.0,36451.0,4.0,38897.0,49543.0,50418.0,49569.0,50446.0
0.0,2.6698559347787523,713.2731490299047,740.2349079772539,2020/03/14,50006.54799981565,49983.349489423985,38840.21294769442,8717.41147476455,41265.938014659434,2020-03-14,49999.0,37632.0,4.0,40088.0,49545.0,50423.0,49568.0,50444.0
0.0,2.4626084459741833,663.12415791487,686.3348945476464,2020/03/15,50006.54799981565,49985.81209786996,39503.33710560929,8033.539188662879,41952.27290920708,2020-03-15,50003.0,38384.0,4.0,40853.0,49546.0,50426.0,49569.0,50445.0
0.0,2.2721334762100014,616.5937702640076,636.3462513602499,2020/03/16,50006.54799981565,49988.08423134617,40119.930875873295,7399.465070778839,42588.61916056733,2020-03-16,50004.0,39220.0,1.0,41700.0,49550.0,50427.0,49569.0,50447.0
0.0,2.0968367705427227,573.4224862061164,589.9868501038363,2020/03/17,50006.54799981565,49990.18106811671,40693.35336207941,6811.575057445545,43178.60601067117,2020-03-17,50005.0,40032.0,1.0,42522.0,49553.0,50429.0,49568.0,50445.0
0.0,1.9353541783057153,533.3690776834702,546.994552838536,2020/03/18,50006.54799981565,49992.11642229502,41226.72243976288,6266.515858785315,43725.6005635097,2020-03-18,50005.0,40765.0,0.0,43261.0,49554.0,50431.0,49569.0,50446.0
0.0,1.786496302098385,496.209402345361,507.1259026074331,2020/03/19,50006.54799981565,49993.902918597116,41722.931842108235,5761.17645247998,44232.726466117136,2020-03-19,50005.0,41389.0,0.0,43887.0,49557.0,50431.0,49569.0,50446.0
0.0,1.6492104763310635,461.73526023395243,470.1548633622806,2020/03/20,50006.54799981565,49995.55212907345,42184.6671023422,5292.6707995940305,44702.881329479416,2020-03-20,50005.0,41891.0,0.0,44395.0,49558.0,50435.0,49568.0,50446.0
0.0,1.5225543552805902,429.7533044370503,435.8716208685146,2020/03/21,50006.54799981565,49997.07468342873,42614.420406779245,4858.321733080797,45138.75295034793,2020-03-21,50005.0,42354.0,0.0,44862.0,49558.0,50435.0,49568.0,50445.0
0.0,1.4056770946481265,400.08401181085367,404.0814508406693,2020/03/22,50006.54799981565,49998.480360523376,43014.5044185901,4455.645959334775,45542.8344011886,2020-03-22,50005.0,42788.0,0.0,45305.0,49561.0,50436.0,49569.0,50446.0
0.0,1.2978055918792961,372.5607153705277,374.603655766914,2020/03/23,50006.54799981565,49999.778166115255,43387.06513396063,4082.3401091597407,45917.438056955514,2020-03-23,50006.0,43214.0,1.0,45738.0,49562.0,50438.0,49568.0,50446.0
0.0,1.1982341477050795,347.02869759973686,347.27056939272734,2020/03/24,50006.54799981565,50000.97640026296,43734.09383156036,3736.2677739147184,46264.70862634824,2020-03-24,50006.0,43686.0,0.0,46212.0,49564.0,50439.0,49568.0,50444.0
0.0,1.1063164607767249,323.34434525619145,321.92662924045726,2020/03/25,50006.54799981565,50002.08271672374,44057.43817681656,3415.447461135038,46586.6352555887,2020-03-25,50006.0,44068.0,0.0,46599.0,49564.0,50441.0,49568.0,50445.0
0.0,1.0214592422998976,301.3743613303959,298.427512339651,2020/03/26,50006.54799981565,50003.10417596604,44358.81253814695,3118.041408037687,46885.06276792835,2020-03-26,50006.0,44591.0,0.0,47126.0,49566.0,50442.0,49568.0,50446.0
0.0,0.9431168968367274,280.9950254240175,276.63932472261513,2020/03/27,50006.54799981565,50004.04729286287,44639.80756357097,2842.3452002119084,47161.702092650965,2020-03-27,50006.0,44951.0,0.0,47489.0,49567.0,50443.0,49569.0,50445.0
0.0,0.8707871371298097,262.09151328776346,256.43785584195575,2020/03/28,50006.54799981565,50004.91808,44901.89907685873,2586.7781315070824,47418.13994849292,2020-03-28,50006.0,45418.0,0.0,47961.0,49567.0,50443.0,49569.0,50446.0
0.0,1.0819199999968987,835.8437438800537,861.8600515070793,2020/03/29,50006.54799981565,50006.0,45737.742820738786,1726.0,48280.0,2020-03-29,50006.0,45733.0,0.0,48280.0,49569.0,50444.0,49569.0,50445.0
0.0,0.19197063924366375,152.6653844962784,140.27631065219612,2020/03/30,50006.54799981565,50006.191970639244,45890.40820523506,1585.9156599870475,48420.276310652196,2020-03-30,50006.0,46002.0,0.0,48550.0,49569.0,50444.0,49569.0,50446.0
0.0,0.12472111389070051,153.80103919371322,141.35320974896604,2020/03/31,50006.54799981565,50006.316691753134,46044.20924442878,1444.6871713519722,48561.62952040116,,,,,,49568.0,50445.0,49569.0,50447.0
0.0,0.08102986944140866,150.9275040598441,138.20215020533215,2020/04/01,50006.54799981565,50006.397721622576,46195.13674848862,1306.5660510160815,48699.831670606494,,,,,,49568.0,50445.0,49568.0,50446.0
0.0,0.05264417381840758,145.72361295716837,132.59950876091898,2020/04/02,50006.54799981565,50006.450365796394,46340.86036144579,1174.019186428981,48832.43117936741,,,,,,49569.0,50445.0,49569.0,50445.0
0.0,0.03420231420022901,139.25954503160756,125.67673743559135,2020/04/03,50006.54799981565,50006.484568110594,46480.119906477405,1048.3766513075898,48958.107916803005,,,,,,49569.0,50446.0,49568.0,50446.0
0.0,0.022220848601136822,132.2114718243538,118.14802079071524,2020/04/04,50006.54799981565,50006.506788959196,46612.33137830175,930.2508513654757,49076.25593759372,,,,,,49569.0,50446.0,49569.0,50445.0
0.0,0.014436630452109966,125.00095366249298,110.45805381586251,2020/04/05,50006.54799981565,50006.52122558965,46737.33233196424,819.8072341800653,49186.71399140958,,,,,,49568.0,50445.0,49568.0,50445.0
0.0,0.009379312868986744,117.88542881137981,102.87792715794785,2020/04/06,50006.54799981565,50006.53060490252,46855.21776077562,716.9386863349864,49289.59191856753,,,,,,49569.0,50444.0,49569.0,50445.0
0.0,0.006093631796829868,111.01692462177743,95.56730942212016,2020/04/07,50006.54799981565,50006.53669853431,46966.2346853974,621.3774705446631,49385.15922798965,,,,,,49569.0,50445.0,49569.0,50445.0
0.0,0.003958962595788762,104.48012144454695,88.61474130676652,2020/04/08,50006.54799981565,50006.54065749691,47070.714806841956,532.7666882004924,49473.77396929642,,,,,,49568.0,50445.0,49569.0,50444.0
0.0,0.0025720925114001147,98.31700422687572,82.0637177157987,2020/04/09,50006.54799981565,50006.54322958942,47169.03181106882,450.70554257720505,49555.837687012216,,,,,,49569.0,50446.0,49568.0,50445.0
0.0,0.0016710589407011867,92.54280296500656,75.92954355354595,2020/04/10,50006.54799981565,50006.54490064836,47261.57461403383,374.7776700825998,49631.76723056576,,,,,,49569.0,50445.0,49569.0,50445.0
0.0,0.0010856676890398376,87.15627756335016,70.21020225657412,2020/04/11,50006.54799981565,50006.54598631605,47348.73089159718,304.5685534937147,49701.977432822336,,,,,,49567.0,50445.0,49568.0,50445.0
0.0,0.0007053458612062968,82.14633256481466,64.89334083965514,2020/04/12,50006.54799981565,50006.54669166191,47430.877224162,239.67591799992078,49766.87077366199,,,,,,49568.0,50446.0,49569.0,50444.0
0.0,0.0004582562833093107,77.49625162184384,59.96073757833801,2020/04/13,50006.54799981565,50006.547149918195,47508.37347578384,179.71563867786608,49826.83151124033,,,,,,49569.0,50446.0,49568.0,50447.0
0.0,0.0002977231706609018,73.18639005589648,55.39113983594143,2020/04/14,50006.54799981565,50006.547447641366,47581.559865839736,124.32479656509531,49882.22265107627,,,,,,49569.0,50445.0,49568.0,50445.0
0.0,0.00019342714949743822,69.19586947010247,51.16204763662245,2020/04/15,50006.54799981565,50006.547641068515,47650.75573530983,73.16294235562236,49933.38469871289,,,,,,49569.0,50445.0,49567.0,50446.0
0.0,0.00012566726218210533,65.50362823167234,47.25081720008893,2020/04/16,50006.54799981565,50006.54776673578,47716.25936354151,25.912250822795613,49980.63551591298,,,,,,49568.0,50445.0,49568.0,50446.0
0.0,8.164458995452151e-05,62.08905702158518,25.912332467385568,2020/04/17,50006.54799981565,50006.54784838037,47778.348420563096,0.0,50006.54784838037,,,,,,49568.0,50446.0,49568.0,50446.0
0.0,5.304346268530935e-05,58.932368344525464,5.304346268530935e-05,2020/04/18,50006.54799981565,50006.54790142383,47837.280788907614,0.0,50006.54790142383,,,,,,49569.0,50446.0,49569.0,50446.0
0.0,3.446184564381838e-05,56.01479644203937,3.446184564381838e-05,2020/04/19,50006.54799981565,50006.547935885676,47893.29558534966,0.0,50006.547935885676,,,,,,49568.0,50447.0,49569.0,50446.0
0.0,2.238895103801042e-05,53.31869003445172,2.238895103801042e-05,2020/04/20,50006.54799981565,50006.54795827463,47946.61427538411,0.0,50006.54795827463,,,,,,49569.0,50445.0,49569.0,50445.0
0.0,1.4545155863743275e-05,50.827538247714976,1.4545155863743275e-05,2020/04/21,50006.54799981565,50006.54797281978,47997.441813631835,0.0,50006.54797281978,,,,,,49568.0,50445.0,49569.0,50445.0
0.0,9.451083315070719e-06,48.525955735392934,9.451083315070719e-06,2020/04/22,50006.54799981565,50006.547982270866,48045.96776936722,0.0,50006.547982270866,,,,,,49570.0,50445.0,49568.0,50446.0
0.0,6.139933248050511e-06,46.39964369100925,6.139933248050511e-06,2020/04/23,50006.54799981565,50006.5479884108,48092.36741305823,0.0,50006.5479884108,,,,,,49570.0,50445.0,49568.0,50446.0
0.0,3.989101969636977e-06,44.435337433220404,3.989101969636977e-06,2020/04/24,50006.54799981565,50006.5479923999,48136.80275049144,0.0,50006.5479923999,,,,,,49570.0,50446.0,49568.0,50445.0
0.0,2.591878001112491e-06,42.6207473254035,2.591878001112491e-06,2020/04/25,50006.54799981565,50006.54799499178,48179.423497816846,0.0,50006.54799499178,,,,,,49568.0,50444.0,49570.0,50447.0
0.0,1.6838166629895568e-06,40.944497271186265,1.6838166629895568e-06,2020/04/26,50006.54799981565,50006.547996675596,48220.36799508804,0.0,50006.547996675596,,,,,,49568.0,50445.0,49569.0,50446.0
0.0,1.0939183994196355e-06,39.396063397107355,1.0939183994196355e-06,2020/04/27,50006.54799981565,50006.547997769514,48259.76405848515,0.0,50006.547997769514,,,,,,49569.0,50446.0,49569.0,50445.0
0.0,7.107082637958229e-07,37.96571448448958,7.107082637958229e-07,2020/04/28,50006.54799981565,50006.54799848022,48297.72977296964,0.0,50006.54799848022,,,,,,49569.0,50445.0,49569.0,50445.0
0.0,4.6154309529811144e-07,36.644455041787296,4.6154309529811144e-07,2020/04/29,50006.54799981565,50006.547998941765,48334.374228011424,0.0,50006.547998941765,,,,,,49569.0,50446.0,49568.0,50445.0
0.0,3.007517079822719e-07,35.42397147970769,3.007517079822719e-07,2020/04/30,50006.54799981565,50006.54799924252,48369.79819949113,0.0,50006.54799924252,,,,,,49568.0,50445.0,49569.0,50446.0
0.0,1.9531580619513988e-07,34.29658159535757,1.9531580619513988e-07,2020/05/01,50006.54799981565,50006.54799943783,48404.09478108648,0.0,50006.54799943783,,,,,,49569.0,50444.0,49568.0,50445.0
0.0,1.2535019777715206e-07,33.25518737851962,1.2535019777715206e-07,2020/05/02,50006.54799981565,50006.54799956318,48437.34996846501,0.0,50006.54799956318,,,,,,49569.0,50446.0,49569.0,50445.0
0.0,8.082861313596368e-08,32.293231082177954,8.082861313596368e-08,2020/05/03,50006.54799981565,50006.54799964401,48469.64319954719,0.0,50006.54799964401,,,,,,49568.0,50445.0,49569.0,50445.0
0.0,5.462061380967498e-08,31.404654422512976,5.462061380967498e-08,2020/05/04,50006.54799981565,50006.54799969863,48501.0478539697,0.0,50006.54799969863,,,,,,49567.0,50446.0,49570.0,50445.0
0.0,3.493914846330881e-08,30.583860747537983,3.493914846330881e-08,2020/05/05,50006.54799981565,50006.54799973357,48531.63171471724,0.0,50006.54799973357,,,,,,49568.0,50446.0,49569.0,50446.0
0.0,2.1595042198896408e-08,29.82567994386773,2.1595042198896408e-08,2020/05/06,50006.54799981565,50006.54799975517,48561.45739466111,0.0,50006.54799975517,,,,,,49570.0,50446.0,49569.0,50445.0
