Date,Predict_confirm,Predict_actual,Dailynew_confirm,Dailynew_actual,Remove,Dailynew_remove,Remain_confirm,ADate,Official_confirmed,Official_dailynew,Official_cure,Official_remove
2020/08/04,22747.734138755168,22766.5878570567,1.4273782252967067,0.2891069761644758,5184.0534118985015,43.085330398015685,17563.680726856666,,,,,
2020/08/05,22749.08024567708,22766.860460129185,1.3461069219119963,0.272603072484344,5227.036697018815,42.98328512031367,17522.043548658265,,,,,
2020/08/06,22750.34970578543,22767.117503151403,1.269460108349449,0.2570430222185678,5269.9179934155145,42.88129639669933,17480.431712369915,,,,,
2020/08/07,22751.546880757032,22767.359875812846,1.19717497160309,0.242372661443369,5312.697368495929,42.779375080414866,17438.849512261102,,,,,
2020/08/08,22752.67588434234,22767.58841676156,1.1290035853089648,0.22854094871217967,5355.374899870086,42.67753137415639,17397.300984472255,,,,,
2020/08/09,22753.740596428666,22767.803916551908,1.0647120863250166,0.2154997903489857,5397.950674736273,42.5757748661872,17355.789921692394,,,,,
2020/08/10,22754.744676317212,22768.0071204238,1.0040798885456752,0.20320387189349276,5440.424789301147,42.47411456487407,17314.319887016063,,,,,
2020/08/11,22755.691575220786,22768.19873090723,0.9468989035740378,0.19161048342721188,5482.797348234276,42.37255893312886,17272.89422698651,,,,,
2020/08/12,22756.58454809395,22768.379410290472,0.8929728731636715,0.18067938324384158,5525.068464151831,42.27111591755511,17231.51608394212,,,,,
2020/08/13,22757.42666476318,22768.549782932823,0.8421166692314728,0.1703726423511398,5567.23825713117,42.169792979339036,17190.188407632013,,,,,
2020/08/14,22758.220820437975,22768.710437446884,0.7941556747937284,0.16065451406029752,5609.30685425255,42.06859712137975,17148.913966185424,,,,,
2020/08/15,22758.969745636496,22768.861928757924,0.7489251985207375,0.151491311040445,5651.274389166495,41.9675349139452,17107.69535647,,,,,
2020/08/16,22759.67601552591,22769.004780034935,0.7062698894151254,0.14285127701077727,5693.141001686943,41.86661252044814,17066.53501383897,,,,,
2020/08/17,22760.342058762977,22769.139484519965,0.666043237066333,0.1347044850299426,5734.906837406201,41.765835719257666,17025.435221356776,,,,,
2020/08/18,22760.970165811315,22769.266507244203,0.6281070483382791,0.12702272423848626,5776.572047332912,41.66520992671121,16984.398118478402,,,,,
2020/08/19,22761.5624967931,22769.386286646666,0.5923309817844711,0.11977940246288199,5818.136787550409,41.564740217497274,16943.425709242692,,,,,
2020/08/20,22762.121088906424,22769.499236102805,0.5585921133242664,0.11294945613917662,5859.601218894062,41.464431343652905,16902.519870012362,,,,,
2020/08/21,22762.647863400456,22769.60574535802,0.5267744940319972,0.10650925521622412,5900.965506648058,41.364287753995995,16861.682356752397,,,,,
2020/08/22,22763.144632178482,22769.706181885682,0.4967687780263077,0.10043652766034938,5942.229820258401,41.26431361034247,16820.914811920084,,,,,
2020/08/23,22763.61310401111,22769.80089216234,0.46847183262798353,0.09471027665858855,5983.39433306302,41.164512804619335,16780.21877094809,,,,,
2020/08/24,22764.054890397118,22769.890202869497,0.44178638600715203,0.08931070715698297,6024.459222037298,41.06488897427789,16739.59566835982,,,,,
2020/08/25,22764.471511105578,22769.97442203014,0.41662070845995913,0.0842191606425331,6065.4246675535,40.965445516201726,16699.046843552078,,,,,
2020/08/26,22764.864399382735,22770.053840074102,0.3928882771579083,0.07941804396250518,6106.290853154922,40.86618560142233,16658.573546227813,,,,,
2020/08/27,22765.234906880272,22770.128730846915,0.3705074975368916,0.07489077281206846,6147.05796534218,40.767112187258135,16618.17694153809,,,,,
2020/08/28,22765.584308296522,22770.199352558673,0.34940141624974785,0.07062171175857657,6187.726193372062,40.6682280298819,16577.85811492446,,,,,
2020/08/29,22765.913805749726,22770.26594867726,0.32949745320365764,0.0665961185877677,6228.295729068102,40.569535696040475,16537.618076681625,,,,,
2020/08/30,22766.224532916258,22770.32874877373,0.3107271665321605,0.06280009646798135,6268.766766641402,40.47103757329933,16497.457766274856,,,,,
2020/08/31,22766.517558917723,22770.38796931511,0.29302600146547775,0.059220541381364455,6309.139502522454,40.372735881051995,16457.378056395268,,,,,
2020/09/01,22766.793891997702,22770.443814414386,0.2763330799789401,0.05584509927575709,6349.414135202123,40.274632679669594,16417.379756795577,,,,,
2020/09/02,22767.054482988056,22770.496476537108,0.26059099035410327,0.05266212272181292,6389.590865081848,40.17672987972492,16377.463617906207,,,,,
2020/09/03,22767.30022857138,22770.54613716579,0.24574558332460583,0.0496606286833412,6429.669894332725,40.079029250876374,16337.630334238656,,,,,
2020/09/04,22767.531974369427,22770.59296742902,0.2317457980461768,0.04683026322891237,6469.651426762193,39.98153242946864,16297.880547607234,,,,,
2020/09/05,22767.750517844994,22770.63712869192,0.2185434755665483,0.04416126290016109,6509.535667688876,39.88424092668265,16258.214850156117,,,,,
2020/09/06,22767.956611044137,22770.678773114036,0.20609319914365187,0.04164442211549613,6549.32282382438,39.78715613550412,16218.633787219758,,,,,
2020/09/07,22768.15096318465,22770.71804417584,0.19435214051190997,0.03927106180344708,6589.013103161804,39.69027933742382,16179.137860022845,,,,,
2020/09/08,22768.334243089394,22770.755077173184,0.1832799047442677,0.03703299734479515,6628.606714871025,39.59361170922148,16139.72752821837,,,,,
2020/09/09,22768.507081490578,22770.78999968573,0.17283840118398075,0.03492251254647272,6668.103869199611,39.497154328585566,16100.403212290967,,,,,
2020/09/10,22768.670073196008,22770.82293201686,0.16299170543061337,0.03293233113072347,6707.504777379753,39.40090818014232,16061.165295816256,,,,,
2020/09/11,22768.823779133985,22770.853987608974,0.15370593797706533,0.03105559211326181,6746.809651540502,39.30487416074902,16022.014127593484,,,,,
2020/09/12,22768.968728285647,22770.883273435815,0.14494915166142164,0.029285826840350637,6786.0187046248975,39.20905308439524,15982.95002366075,,,,,
2020/09/13,22769.10541950004,22770.91089037074,0.13669121439306764,0.027616934923571534,6825.132150312225,39.11344568732784,15943.973269187814,,,,,
2020/09/14,22769.23432321289,22770.936933535544,0.12890371285175206,0.02604316480574198,6864.15020294447,39.01805263224469,15905.08412026842,,,,,
2020/09/15,22769.355883063647,22770.961492628416,0.12155985075514764,0.02455909287164104,6903.073077457201,38.92287451273114,15866.282805606446,,,,,
2020/09/16,22769.470517420228,22770.984652233143,0.11463435658151866,0.02315960472697043,6941.900989314485,38.82791185728365,15827.569528105743,,,,,
2020/09/17,22769.578620821027,22771.006492111508,0.10810340079842717,0.021839878365426557,6980.6341544474,38.73316513291502,15788.944466373627,,,,,
2020/09/18,22769.680565329072,22771.02708747775,0.10194450804556254,0.020595366240740987,7019.2727891963905,38.638634748990626,15750.40777613268,,,,,
2020/09/19,22769.77670181371,22771.046509258318,0.09613648463709978,0.01942178056924604,7057.817110256765,38.544321060374386,15711.959591556944,,,,,
2020/09/20,22769.867361157703,22771.064824336496,0.09065934399404796,0.018315078177693067,7096.267334627458,38.45022437069292,15673.600026530246,,,,,
2020/09/21,22769.952855394058,22771.082095782647,0.08549423635486164,0.017271446151426062,7134.623679562847,38.35634493538964,15635.329175831212,,,,,
2020/09/22,22770.033478781806,22771.098383072178,0.08062338774834643,0.016287289530737326,7172.886362527228,38.262682964380474,15597.147116254579,,,,,
2020/09/23,22770.10950881645,22771.113742290134,0.07603003464464564,0.01535921795584727,7211.05560115214,38.169238624912396,15559.05390766431,,,,,
2020/09/24,22770.18120718554,22771.128226324716,0.07169836908724392,0.014484034581982996,7249.131613196084,38.07601204394359,15521.049593989454,,,,,
2020/09/25,22770.24882066965,22771.141885049685,0.06761348411237122,0.01365872496899101,7287.114616506606,37.98300331052178,15483.134204163045,,,,,
