Date,Predict_confirm,Predict_actual,Dailynew_confirm,Dailynew_actual,Remove,Dailynew_remove,Remain_confirm,ADate,Official_confirmed,Official_dailynew,Official_remove
2020/07/05,9907.074517573128,22720.00000000014,70.0999353069601,8.36735125631094e-10,7565.946118787135,79.15367047072505,2341.1283987859933,,,,
2020/07/06,9976.793027138821,22720.000000000044,69.71850956569324,-9.458744898438454e-11,7644.792993860553,78.84687507341823,2332.0000332782683,,,,
2020/07/07,10046.132163153965,22720.00000000005,69.3391360151436,7.275957614183426e-12,7723.330661633315,78.53766777276178,2322.80150152065,,,,
2020/07/08,10115.094004795099,22720.00000000014,68.96184164113401,8.731149137020111e-11,7801.556808980296,78.22614734698163,2313.5371958148025,,,,
2020/07/09,10183.680619453316,22720.000000000062,68.58661465821751,-7.639755494892597e-11,7879.469269420858,77.91246044056152,2304.2113500324585,,,,
2020/07/10,10251.894035568548,22719.999999999818,68.21341611523167,-2.4374458007514477e-10,7957.066050963528,77.59678154267021,2294.82798460502,,,,
2020/07/11,10319.736284547911,22719.999999999833,67.84224897936292,1.4551915228366852e-11,8034.345277728219,77.27922676469097,2285.391006819692,,,,
2020/07/12,10387.209386184737,22720.000000000848,67.47310163682596,1.014996087178588e-09,8111.305201788853,76.95992406063397,2275.904184395884,,,,
2020/07/13,10454.315349052384,22720.000000003565,67.10596286764667,2.7175701688975096e-09,8187.944204293287,76.63900250443385,2266.3711447590968,,,,
2020/07/14,10521.056170612703,22719.99999999973,66.74082156031909,-3.8344296626746655e-09,8264.26078839144,76.31658409815373,2256.795382221262,,,,
2020/07/15,10587.433837781233,22719.99999999984,66.37766716853002,1.0913936421275139e-10,8340.253567922533,75.99277953109231,2247.1802698587,,,,
2020/07/16,10653.450326579241,22719.999999999975,66.01648879800814,1.3460521586239338e-10,8415.921270299064,75.66770237653145,2237.5290562801765,,,,
2020/07/17,10719.107615348277,22720.00000000002,65.65728876903631,4.3655745685100555e-11,8491.262723517784,75.34145321871983,2227.844891830493,,,,
2020/07/18,10784.407599449234,22719.999999999964,65.29998410095686,-5.4569682106375694e-11,8566.276903664573,75.01418014678893,2218.130695784661,,,,
2020/07/19,10849.352302917507,22719.999999999996,64.94470346827256,3.2741809263825417e-11,8640.96279606054,74.68589239596622,2208.3895068569673,,,,
2020/07/20,10913.943623986095,22720.000000000233,64.59132106858851,2.3646862246096134e-10,8715.319558646186,74.35676258564672,2198.624065339909,,,,
2020/07/21,10978.183486633052,22720.000000000422,64.23986264695668,1.8917489796876907e-10,8789.346418071667,74.02685942548123,2188.8370685613845,,,,
2020/07/22,11042.073803267684,22720.000000000142,63.890316634631745,-2.801243681460619e-10,8863.042690937025,73.69627286535797,2179.0311123306583,,,,
2020/07/23,11105.616476127554,22719.999999998796,63.542672859870436,-1.3460521586239338e-09,8936.407777073544,73.36508613651858,2169.20869905401,,,,
2020/07/24,11168.813396817372,22719.999999995314,63.19692068981749,-3.4815457183867693e-09,9009.4411626349,73.03338556135532,2159.3722341824723,,,,
2020/07/25,11231.666446252348,22720.000000000233,62.85304943497613,4.918547347187996e-09,9082.142417551338,72.70125491643921,2149.5240287010092,,,,
2020/07/26,11294.177495707234,22719.99999999816,62.51104945488623,-2.0736479200422764e-09,9154.5111808458,72.36876329446204,2139.6663148614334,,,,
2020/07/27,11356.348406057894,22720.000000000146,62.17091035066005,1.9863364286720753e-09,9226.547168416877,72.03598757107648,2129.801237641017,,,,
2020/07/28,11418.181035350244,22720.00000000007,61.83262929235025,-7.639755494892597e-11,9298.250166264836,71.70299784795861,2119.9308690854086,,,,
2020/07/29,11479.677202602496,22720.000000000062,61.496167252251325,-7.275957614183426e-12,9369.620032749835,71.36986648499987,2110.05716985266,,,,
2020/07/30,11540.838734634212,22720.00000000019,61.16153203171598,1.2732925824820995e-10,9440.656688525221,71.03665577538595,2100.18204610899,,,,
2020/07/31,11601.667495240144,22720.000000000135,60.828760605932985,-5.4569682106375694e-11,9511.360113562541,70.7034250373199,2090.307381677603,,,,
2020/08/01,11662.165270618189,22719.999999999636,60.497775378044025,-4.984030965715647e-10,9581.730352331479,70.37023876893727,2080.43491828671,,,,
2020/08/02,11722.333861777264,22719.999999998556,60.16859115907573,-1.0804797057062387e-09,9651.76750808995,70.03715575847127,2070.5663536873144,,,,
2020/08/03,11782.175059993318,22719.999999996857,59.84119821605418,-1.69893610291183e-09,9721.47173936819,69.7042312782396,2060.703320625129,,,,
2020/08/04,11841.690646952813,22719.999999993077,59.51558695949461,-3.77985998056829e-09,9790.84325660949,69.37151724130126,2050.8473903433223,,,,
2020/08/05,11900.88239442525,22719.999999985426,59.19174747243778,-7.650669431313872e-09,9859.882326373665,69.0390697641742,2041.000068051586,,,,
2020/08/06,11959.752063543416,22719.999999992662,58.86966911816489,7.235939847305417e-09,9928.589271543206,68.70694516954063,2031.1627920002102,,,,
2020/08/07,12018.301407343331,22720.000000002947,58.54934379991573,1.0284566087648273e-08,9996.964449469122,68.37517792591643,2021.3369578742095,,,,
2020/08/08,12076.532168732661,22719.999999991116,58.23076138932993,-1.183070708066225e-08,10065.008269420252,68.04381995112999,2011.5238993124094,,,,
2020/08/09,12134.446081198203,22719.999999999316,57.913912465541216,8.200004231184721e-09,10132.721184252214,67.71291483196183,2001.7248969459888,,,,
2020/08/10,12192.044878866936,22720.00000000008,57.59879766873382,7.639755494892597e-10,10200.103692363424,67.38250811120997,1991.9411865035127,,,,
2020/08/11,12249.330246545034,22720.00000000015,57.28536767809783,6.912159733474255e-11,10267.156321295142,67.05262893171857,1982.173925249892,,,,
2020/08/12,12306.303903904278,22720.000000001062,56.97365735924359,9.1313268058002e-10,10333.87964949856,66.72332820341762,1972.4242544057179,,,,
2020/08/13,12362.967567309774,22720.000000002146,56.663663405495754,1.0841176845133305e-09,10400.274295085334,66.39464558677355,1962.69327222444,,,,
2020/08/14,12419.322908763426,22720.000000001994,56.35534145365273,-1.5279510989785194e-10,10466.340901368094,66.0666062827604,1952.9820073953324,,,,
2020/08/15,12475.371605925395,22719.999999999676,56.04869716196845,-2.317392500117421e-09,10532.080150655342,65.73924928724773,1943.2914552700531,,,,
2020/08/16,12531.115325973193,22719.999999993997,55.74372004779798,-5.678884917870164e-09,10597.492762660326,65.41261200498411,1933.622563312867,,,,
2020/08/17,12586.555730711589,22719.99999998745,55.440404738395955,-6.548361852765083e-09,10662.5794758312,65.08671317087465,1923.9762548803883,,,,
2020/08/18,12641.694477020545,22719.99999999902,55.13874630895589,1.1572410585358739e-08,10727.34107034501,64.76159451380954,1914.3534066755346,,,,
2020/08/19,12696.533187030793,22719.999999999403,54.83871001024818,3.8198777474462986e-10,10791.778346088851,64.43727574384138,1904.7548409419414,,,,
2020/08/20,12751.073509523021,22719.999999999658,54.54032249222837,2.546585164964199e-10,10855.892145424492,64.11379933564058,1895.1813640985292,,,,
2020/08/21,12805.317057511591,22719.999999999036,54.243547988569844,-6.220943760126829e-10,10919.683321459002,63.7911760345105,1885.6337360525886,,,,
2020/08/22,12859.265459036122,22719.999999999764,53.94840152453071,7.275957614183426e-10,10983.152765697318,63.46944423831519,1876.112693338804,,,,
2020/08/23,12912.920313092949,22720.00000000183,53.65485405682739,2.066371962428093e-09,11046.301383456626,63.14861775930876,1866.6189296363227,,,,
2020/08/24,12966.283216955446,22720.000000002387,53.36290386249675,5.566107574850321e-10,11109.130106545479,62.82872308885271,1857.1531104099668,,,,
2020/08/25,13019.355759201757,22719.99999999946,53.07254224631106,-2.9249349609017372e-09,11171.639888732783,62.509782187304154,1847.7158704689737,,,,
2020/08/26,13072.139543142295,22719.999999996227,52.78378394053834,-3.234163159504533e-09,11233.831719486698,62.19183075391447,1838.3078236555975,,,,
2020/08/27,13124.63607992953,22719.999999998006,52.49653678723553,1.7789716366678476e-09,11295.706555125169,61.87483563847127,1828.9295248043618,,,,
2020/08/28,13176.84698226823,22719.999999999494,52.21090233869836,1.4879333321005106e-09,11357.26544099574,61.55888587057052,1819.5815412724896,,,,
2020/08/29,13228.773776771151,22719.99999999864,51.92679450292235,-8.549250196665525e-10,11418.509391464437,61.24395046869722,1810.2643853067148,,,,
2020/08/30,13280.418038736867,22719.999999998814,51.644261965715486,1.7462298274040222e-10,11479.439474318928,60.93008285449105,1800.9785644179392,,,,
2020/08/31,13331.781360391651,22720.000000001208,51.36332165478416,2.393790055066347e-09,11540.05679452446,60.61732020553245,1791.724565867191,,,,
2020/09/01,13382.865068464305,22720.000000002743,51.08370807265419,1.5352270565927029e-09,11600.362289421286,60.30549489682562,1782.5027790430195,,,,
2020/09/02,13433.67089046932,22720.000000000517,50.805822005015216,-2.2264430299401283e-09,11660.357200850114,59.994911428828345,1773.3136896192063,,,,
2020/09/03,13484.200231784222,22720.000000001823,50.5293413149011,1.306034391745925e-09,11720.0425625661,59.68536171598498,1764.1576692181225,,,,
2020/09/04,13534.454651140406,22720.000000004264,50.25441935618437,2.4410837795585394e-09,11779.41953639304,59.37697382694023,1755.0351147473666,,,,
2020/09/05,13584.43576177752,22720.000000002845,49.9811106371144,-1.418811734765768e-09,11838.489349446456,59.06981305341651,1745.9464123310645,,,,
