Date,Predict_confirm,Predict_actual,Dailynew_confirm,Dailynew_actual,Remove,Dailynew_remove,Remain_confirm,Confirm_interval_down,Confirm_interval_up,Actual_interval_down,Actual_interval_up,ADate,Official_confirmed,Official_dailynew,Official_remove,Official_cure
2020/07/20,43827.780220634886,43827.780225691095,1.155021891463548e-06,-7.275957614183426e-12,6576.370225822498,50.8248233733666,37251.40999481239,43419.0,44239.0,43418.0,44238.0,,,,,
2020/07/21,43827.78022157526,43827.780225691095,9.403738658875227e-07,0.0,6627.125799655445,50.75557383294745,37200.65442191981,43418.0,44238.0,43418.0,44239.0,,,,,
2020/07/22,43827.780222340734,43827.7802256911,7.654743967577815e-07,7.275957614183426e-12,6677.812218301183,50.68641864573783,37149.968004039554,43418.0,44237.0,43418.0,44239.0,,,,,
2020/07/23,43827.780222964575,43827.7802256911,6.238406058400869e-07,0.0,6728.42957598451,50.6173576833271,37099.35064698006,43417.0,44237.0,43419.0,44239.0,,,,,
2020/07/24,43827.78022347141,43827.7802256911,5.068359314464033e-07,0.0,6778.977966801635,50.54839081712544,37048.80225666978,43417.0,44238.0,43418.0,44239.0,,,,,
2020/07/25,43827.78022388391,43827.78022569111,4.1249586502090096e-07,7.275957614183426e-12,6829.4574847208705,50.47951791923515,36998.322739163035,43417.0,44238.0,43418.0,44237.0,,,,,
2020/07/26,43827.78022421937,43827.7802256911,3.3546530175954103e-07,-7.275957614183426e-12,6879.86822358229,50.410738861419304,36947.91200063708,43418.0,44239.0,43417.0,44239.0,,,,,
2020/07/27,43827.78022449266,43827.7802256911,2.732849679887295e-07,0.0,6930.2102770983365,50.34205351604669,36897.569947394324,43419.0,44239.0,43418.0,44239.0,,,,,
2020/07/28,43827.78022471523,43827.7802256911,2.22571543417871e-07,0.0,6980.483738853603,50.27346175526691,36847.296485861625,43419.0,44239.0,43417.0,44240.0,,,,,
2020/07/29,43827.78022489663,43827.780225691095,1.8140417523682117e-07,-7.275957614183426e-12,7030.688702305345,50.204963451741605,36797.09152259129,43418.0,44239.0,43419.0,44238.0,,,,,
2020/07/30,43827.78022504506,43827.7802256911,1.484295353293419e-07,7.275957614183426e-12,7080.8252608492385,50.13655854389344,36746.95496419582,43418.0,44238.0,43419.0,44238.0,,,,,
2020/07/31,43827.78022516446,43827.7802256911,1.1939846444875002e-07,0.0,7130.893507493551,50.06824664431224,36696.88671767091,43418.0,44239.0,43418.0,44239.0,,,,,
2020/08/01,43827.78022526223,43827.7802256911,9.77670424617827e-08,0.0,7180.893535501596,50.000028008044865,36646.886689760635,43418.0,44238.0,43418.0,44239.0,,,,,
2020/08/02,43827.780225341645,43827.7802256911,7.94170773588121e-08,0.0,7230.82543771553,49.931902213934336,36596.95478762611,43419.0,44237.0,43417.0,44238.0,,,,,
2020/08/03,43827.78022540614,43827.7802256911,6.449408829212189e-08,0.0,7280.689306957662,49.86386924213184,36547.09091844848,43419.0,44239.0,43418.0,44239.0,,,,,
2020/08/04,43827.780225458824,43827.7802256911,5.268520908430219e-08,0.0,7330.485236029356,49.795929071694445,36497.294989429465,43419.0,44239.0,43418.0,44238.0,,,,,
2020/08/05,43827.7802255016,43827.780225691095,4.277535481378436e-08,-7.275957614183426e-12,7380.213317364364,49.72808133500803,36447.56690813723,43419.0,44239.0,43417.0,44238.0,,,,,
2020/08/06,43827.78022553664,43827.780225691095,3.504101186990738e-08,0.0,7429.873643478815,49.66032611445098,36397.906582057825,43417.0,44238.0,43417.0,44238.0,,,,,
2020/08/07,43827.78022556572,43827.7802256911,2.9082002583891153e-08,7.275957614183426e-12,7479.466306769788,49.59266329097318,36348.31391879593,43418.0,44239.0,43417.0,44239.0,,,,,
2020/08/08,43827.780225589326,43827.780225691095,2.3603206500411034e-08,-7.275957614183426e-12,7528.991399264671,49.5250924948823,36298.78882632466,43418.0,44239.0,43417.0,44239.0,,,,,
2020/08/09,43827.78022560865,43827.7802256911,1.932494342327118e-08,7.275957614183426e-12,7578.4490131786415,49.45761391397082,36249.33121243001,43418.0,44239.0,43418.0,44239.0,,,,,
2020/08/10,43827.78022562436,43827.7802256911,1.5708792489022017e-08,0.0,7627.839240390139,49.390227211497404,36199.94098523422,43419.0,44238.0,43418.0,44238.0,,,,,
2020/08/11,43827.78022563699,43827.780225691095,1.2631062418222427e-08,-7.275957614183426e-12,7677.162172658341,49.32293226820184,36150.61805297865,43417.0,44238.0,43417.0,44239.0,,,,,
2020/08/12,43827.780225647235,43827.780225691095,1.0244548320770264e-08,0.0,7726.417901825173,49.25572916683268,36101.36232382206,43417.0,44238.0,43418.0,44239.0,,,,,
2020/08/13,43827.780225655464,43827.7802256911,8.229108061641455e-09,7.275957614183426e-12,7775.6065192956885,49.188617470515055,36052.173706359776,43417.0,44238.0,43419.0,44239.0,,,,,
2020/08/14,43827.78022566212,43827.7802256911,6.657501216977835e-09,0.0,7824.728116572818,49.121597277129695,36003.0521090893,43418.0,44238.0,43418.0,44239.0,,,,,
2020/08/15,43827.78022566759,43827.7802256911,5.471520125865936e-09,0.0,7873.782785051281,49.0546684784631,35953.99744061631,43418.0,44239.0,43418.0,44240.0,,,,,
2020/08/16,43827.780225671995,43827.780225691095,4.401954356580973e-09,-7.275957614183426e-12,7922.77061576016,48.98783070887839,35905.00960991184,43419.0,44239.0,43418.0,44239.0,,,,,
2020/08/17,43827.780225675604,43827.78022569109,3.6088749766349792e-09,-7.275957614183426e-12,7971.691699914264,48.92108415410439,35856.08852576134,43418.0,44238.0,43419.0,44239.0,,,,,
2020/08/18,43827.780225678565,43827.7802256911,2.9613147489726543e-09,1.4551915228366852e-11,8020.546128395284,48.85442848101957,35807.23409728328,43418.0,44238.0,43419.0,44239.0,,,,,
2020/08/19,43827.780225680945,43827.7802256911,2.3792381398379803e-09,0.0,8069.333991967011,48.78786357172703,35758.446233713934,43418.0,44239.0,43417.0,44239.0,,,,,
2020/08/20,43827.78022568289,43827.7802256911,1.9426806829869747e-09,0.0,8118.055381475027,48.72138950801673,35709.724844207856,43418.0,44239.0,43418.0,44239.0,,,,,
2020/08/21,43827.78022568444,43827.780225691095,1.5497789718210697e-09,-7.275957614183426e-12,8166.71038733278,48.65500585775226,35661.06983835166,43417.0,44238.0,43418.0,44238.0,,,,,
2020/08/22,43827.780225685696,43827.7802256911,1.2587406672537327e-09,7.275957614183426e-12,8215.299100050606,48.58871271782664,35612.48112563509,43417.0,44237.0,43418.0,44239.0,,,,,
2020/08/23,43827.78022568673,43827.78022569111,1.0331859812140465e-09,7.275957614183426e-12,8263.821610032592,48.52250998198542,35563.95861565413,43418.0,44239.0,43418.0,44237.0,,,,,
2020/08/24,43827.780225687544,43827.7802256911,8.149072527885437e-10,-7.275957614183426e-12,8312.278007321984,48.456397289392044,35515.50221836556,43419.0,44238.0,43418.0,44238.0,,,,,
2020/08/25,43827.78022568821,43827.7802256911,6.693881005048752e-10,0.0,8360.668382142454,48.39037482047024,35467.11184354576,43418.0,44239.0,43418.0,44239.0,,,,,
2020/08/26,43827.780225688766,43827.78022569111,5.529727786779404e-10,7.275957614183426e-12,8408.992824383486,48.32444224103165,35418.78740130528,43418.0,44238.0,43417.0,44239.0,,,,,
2020/08/27,43827.7802256892,43827.7802256911,4.3655745685100555e-10,-7.275957614183426e-12,8457.251423835014,48.258599451528426,35370.52880185419,43418.0,44239.0,43417.0,44239.0,,,,,
2020/08/28,43827.78022568957,43827.7802256911,3.637978807091713e-10,0.0,8505.444270350017,48.19284651500311,35322.33595533955,43417.0,44239.0,43418.0,44238.0,,,,,
2020/08/29,43827.78022568986,43827.7802256911,2.9103830456733704e-10,0.0,8553.571453358885,48.12718300886809,35274.208772330974,43417.0,44240.0,43418.0,44239.0,,,,,
2020/08/30,43827.78022569009,43827.7802256911,2.3283064365386963e-10,0.0,8601.633062404215,48.06160904532953,35226.147163285874,43418.0,44239.0,43418.0,44238.0,,,,,
2020/08/31,43827.78022569028,43827.7802256911,1.8917489796876907e-10,0.0,8649.629186886148,47.99612448193329,35178.151038804135,43417.0,44239.0,43417.0,44238.0,,,,,
2020/09/01,43827.78022569044,43827.7802256911,1.6007106751203537e-10,0.0,8697.559915885693,47.930728999544954,35130.22030980475,43418.0,44239.0,43417.0,44238.0,,,,,
2020/09/02,43827.78022569056,43827.7802256911,1.2369127944111824e-10,0.0,8745.42533865556,47.8654227698662,35082.354887035006,43417.975000000006,44238.0,43418.0,44239.0,,,,,
2020/09/03,43827.78022569067,43827.78022569111,1.0913936421275139e-10,7.275957614183426e-12,8793.225544084755,47.80020542919556,35034.55468160592,43419.0,44238.0,43418.0,44238.0,,,,,
2020/09/04,43827.780225690745,43827.7802256911,7.275957614183426e-11,-7.275957614183426e-12,8840.96062101219,47.73507692743442,34986.81960467856,43418.0,44239.0,43419.0,44239.0,,,,,
2020/09/05,43827.78022569082,43827.7802256911,7.275957614183426e-11,0.0,8888.630658311375,47.670037299185424,34939.14956737944,43418.0,44239.0,43417.0,44240.0,,,,,
2020/09/06,43827.78022569087,43827.7802256911,5.093170329928398e-11,0.0,8936.23574443403,47.60508612265585,34891.54448125684,43418.0,44240.0,43418.0,44239.0,,,,,
2020/09/07,43827.78022569091,43827.7802256911,4.3655745685100555e-11,0.0,8983.775967963606,47.54022352957509,34844.004257727305,43418.0,44238.0,43418.0,44238.0,,,,,
2020/09/08,43827.78022569095,43827.7802256911,3.637978807091713e-11,0.0,9031.251417321033,47.47544935742735,34796.52880836991,43418.0,44238.0,43418.0,44238.0,,,,,
2020/09/09,43827.78022569098,43827.7802256911,2.9103830456733704e-11,0.0,9078.662180623343,47.41076330231044,34749.11804506763,43418.0,44239.0,43417.0,44239.0,,,,,
2020/09/10,43827.78022569099,43827.780225691095,1.4551915228366852e-11,-7.275957614183426e-12,9126.008345978018,47.34616535467467,34701.77187971298,43418.0,44239.0,43417.0,44240.0,,,,,
2020/09/11,43827.780225691014,43827.780225691095,2.1827872842550278e-11,0.0,9173.290001827352,47.28165584933413,34654.490223863664,43418.0,44239.0,43417.0,44239.0,,,,,
2020/09/12,43827.780225691036,43827.7802256911,2.1827872842550278e-11,7.275957614183426e-12,9220.507235570927,47.21723374357498,34607.27299012011,43418.0,44238.0,43418.0,44238.0,,,,,
2020/09/13,43827.78022569104,43827.780225691095,7.275957614183426e-12,-7.275957614183426e-12,9267.660135168211,47.15289959728398,34560.12009052283,43418.0,44238.0,43418.0,44239.0,,,,,
2020/09/14,43827.78022569105,43827.780225691095,7.275957614183426e-12,0.0,9314.74878784675,47.08865267853798,34513.0314378443,43417.0,44238.0,43417.0,44239.0,,,,,
2020/09/15,43827.78022569106,43827.780225691095,7.275957614183426e-12,0.0,9361.773281187978,47.02449334122866,34466.00694450308,43418.0,44239.0,43417.0,44238.0,,,,,
2020/09/16,43827.780225691065,43827.7802256911,7.275957614183426e-12,7.275957614183426e-12,9408.73370272728,46.96042153930284,34419.046522963785,43418.0,44239.0,43419.0,44239.0,,,,,
2020/09/17,43827.780225691065,43827.7802256911,0.0,0.0,9455.630139868073,46.89643714079284,34372.15008582299,43418.0,44238.0,43417.0,44238.0,,,,,
2020/09/18,43827.780225691065,43827.78022569111,0.0,7.275957614183426e-12,9502.462679881808,46.832540013734615,34325.31754580926,43418.0,44237.0,43418.0,44237.0,,,,,
2020/09/19,43827.78022569106,43827.780225691116,-7.275957614183426e-12,7.275957614183426e-12,9549.231409907974,46.76873002616594,34278.548815783084,43417.0,44239.0,43418.0,44239.0,,,,,
2020/09/20,43827.78022569105,43827.78022569113,-7.275957614183426e-12,1.4551915228366852e-11,9595.936416954097,46.70500704612277,34231.84380873696,43418.0,44238.0,43418.0,44238.0,,,,,
2020/09/21,43827.780225691036,43827.78022569114,-1.4551915228366852e-11,7.275957614183426e-12,9642.577787895734,46.64137094163743,34185.202437795306,43419.0,44238.0,43418.0,44239.0,,,,,
2020/09/22,43827.78022569101,43827.78022569115,-2.9103830456733704e-11,1.4551915228366852e-11,9689.155609476484,46.577821580749514,34138.624616214525,43417.0,44239.0,43418.0,44238.0,,,,,
2020/09/23,43827.78022569097,43827.78022569117,-3.637978807091713e-11,1.4551915228366852e-11,9735.66996830798,46.51435883149679,34092.11025738299,43418.0,44239.0,43419.0,44238.0,,,,,
2020/09/24,43827.78022569093,43827.78022569119,-4.3655745685100555e-11,2.1827872842550278e-11,9782.120950869887,46.45098256190613,34045.65927482104,43418.0,44238.0,43419.0,44238.0,,,,,
2020/09/25,43827.78022569086,43827.78022569121,-6.548361852765083e-11,2.1827872842550278e-11,9828.508643509911,46.3876926400244,33999.271582180954,43418.0,44239.0,43418.0,44239.0,,,,,
2020/09/26,43827.780225690774,43827.78022569123,-8.731149137020111e-11,2.1827872842550278e-11,9874.833132443793,46.324488933882094,33952.947093246985,43417.0,44239.0,43418.0,44238.0,,,,,
2020/09/27,43827.78022569067,43827.78022569127,-1.0186340659856796e-10,3.637978807091713e-11,9921.094503755305,46.26137131151154,33906.68572193537,43418.0,44239.0,43418.0,44237.0,,,,,
2020/09/28,43827.780225690556,43827.78022569131,-1.1641532182693481e-10,4.3655745685100555e-11,9967.292843401392,46.198339646087334,33860.48738228917,43418.0,44238.0,43418.0,44239.0,,,,,
2020/09/29,43827.780225690454,43827.78022569134,-1.0186340659856796e-10,2.9103830456733704e-11,10013.428237227228,46.13539382583622,33814.351988463226,43418.0,44238.0,43418.0,44238.0,,,,,
2020/09/30,43827.7802256904,43827.78022569135,-5.093170329928398e-11,7.275957614183426e-12,10059.50077094252,46.07253371529259,33768.279454747884,43418.0,44239.0,43418.0,44239.0,,,,,
2020/10/01,43827.78022569044,43827.780225691335,3.637978807091713e-11,-1.4551915228366852e-11,10105.510530128262,46.00975918574113,33722.26969556218,43417.0,44238.0,43418.0,44239.0,,,,,
2020/10/02,43827.78022569056,43827.78022569129,1.2369127944111824e-10,-4.3655745685100555e-11,10151.457600296671,45.94707016840948,33676.32262539389,43418.0,44239.0,43417.0,44238.0,,,,,
2020/10/03,43827.78022569074,43827.780225691225,1.7462298274040222e-10,-6.548361852765083e-11,10197.342066910378,45.884466613706536,33630.43815878036,43418.0,44238.0,43418.0,44239.0,,,,,
2020/10/04,43827.780225690934,43827.78022569115,1.964508555829525e-10,-7.275957614183426e-11,10243.164015284547,45.82194837416864,33584.616210406384,43418.0,44239.0,43418.0,44240.0,,,,,
2020/10/05,43827.78022569113,43827.78022569107,1.964508555829525e-10,-8.003553375601768e-11,10288.923530627804,45.75951534325759,33538.856695063325,43418.0,44240.0,43418.0,44239.0,,,,,
2020/10/06,43827.78022569129,43827.78022569099,1.6007106751203537e-10,-8.003553375601768e-11,10334.62069799664,45.697167368834926,33493.159527694654,43418.0,44238.0,43418.0,44238.0,,,,,
2020/10/07,43827.78022569141,43827.78022569095,1.1641532182693481e-10,-4.3655745685100555e-11,10380.255602328261,45.63490433162224,33447.52462336315,43419.0,44238.0,43418.0,44239.0,,,,,
2020/10/08,43827.78022569143,43827.780225690934,2.1827872842550278e-11,-1.4551915228366852e-11,10425.828328456255,45.57272612799352,33401.95189723517,43417.0,44239.0,43417.0,44239.0,,,,,
2020/10/09,43827.780225691495,43827.780225690905,6.548361852765083e-11,-2.9103830456733704e-11,10471.33896110893,45.51063265267476,33356.441264582565,43418.0,44238.0,43417.0,44239.0,,,,,
2020/10/10,43827.780225691706,43827.78022569081,2.1100277081131935e-10,-9.458744898438454e-11,10516.78758489566,45.44862378672951,33310.992640796045,43418.0,44238.0,43417.0,44238.0,,,,,
2020/10/11,43827.780225691895,43827.78022569073,1.8917489796876907e-10,-8.003553375601768e-11,10562.174284294833,45.38669939917418,33265.605941397065,43417.0,44238.0,43418.0,44239.0,,,,,
2020/10/12,43827.78022569204,43827.78022569065,1.4551915228366852e-10,-8.003553375601768e-11,10607.499143677383,45.32485938255013,33220.281082014655,43417.0,44239.0,43417.0,44238.0,,,,,
2020/10/13,43827.78022569214,43827.78022569061,1.0186340659856796e-10,-4.3655745685100555e-11,10652.76224729814,45.26310362075674,33175.017978394004,43418.0,44238.0,43417.0,44239.0,,,,,
2020/10/14,43827.78022569217,43827.78022569059,2.9103830456733704e-11,-1.4551915228366852e-11,10697.96367929583,45.201431997689724,33129.81654639634,43418.0,44238.0,43419.0,44239.0,,,,,
2020/10/15,43827.7802256921,43827.78022569063,-7.275957614183426e-11,3.637978807091713e-11,10743.10352369309,45.13984439725937,33084.67670199901,43419.0,44238.0,43418.0,44239.0,,,,,
2020/10/16,43827.78022569192,43827.78022569071,-1.8189894035458565e-10,8.003553375601768e-11,10788.181864400634,45.07834070754507,33039.59836129128,43417.0,44239.0,43417.0,44238.0,,,,,
2020/10/17,43827.78022569184,43827.780225690636,-8.003553375601768e-11,-7.275957614183426e-11,10833.19878529594,45.01692089530479,32994.581440395894,43417.0,44239.0,43418.0,44239.0,,,,,
2020/10/18,43827.78022569169,43827.78022569053,-1.4551915228366852e-10,-1.0913936421275139e-10,10878.154370007267,44.9555847113279,32949.625855684426,43419.0,44239.0,43418.0,44239.0,,,,,
2020/10/19,43827.78022569149,43827.780225690396,-2.0372681319713593e-10,-1.3096723705530167e-10,10923.048702101938,44.89433209467097,32904.73152358955,43418.0,44238.0,43416.0,44238.0,,,,,
2020/10/20,43827.78022569121,43827.78022569021,-2.764863893389702e-10,-1.8917489796876907e-10,10967.881865031888,44.83316292995005,32859.898360659325,43417.0,44239.0,43417.0,44238.0,,,,,
2020/10/21,43827.78022569087,43827.78022568999,-3.41970007866621e-10,-2.1827872842550278e-10,11012.65394213367,44.77207710178118,32815.1262835572,43418.0,44238.0,43419.0,44238.0,,,,,
2020/10/22,43827.78022569044,43827.7802256897,-4.2928149923682213e-10,-2.9103830456733704e-10,11057.365016628446,44.71107449477677,32770.41520906199,43418.0,44238.0,43418.0,44239.0,,,,,
2020/10/23,43827.78022568992,43827.78022568934,-5.165929906070232e-10,-3.5652192309498787e-10,11102.015171621999,44.65015499355286,32725.765054067924,43417.0,44239.0,43417.0,44239.0,,,,,
2020/10/24,43827.78022568945,43827.78022568902,-4.729372449219227e-10,-3.2014213502407074e-10,11146.604490186342,44.58931856434356,32681.175735503108,43418.0,44239.0,43418.0,44239.0,,,,,
2020/10/25,43827.780225689035,43827.78022568876,-4.147295840084553e-10,-2.6193447411060333e-10,11191.13305521976,44.52856503341718,32636.647170469274,43417.0,44239.0,43418.0,44240.0,,,,,
2020/10/26,43827.78022568864,43827.78022568851,-3.92901711165905e-10,-2.473825588822365e-10,11235.600949455233,44.46789423547307,32592.179276233408,43417.0,44238.0,43418.0,44238.0,,,,,
2020/10/27,43827.78022568827,43827.78022568827,-3.710738383233547e-10,-2.4010660126805305e-10,11280.00825555181,44.407306096576576,32547.771970136462,43418.0,44239.0,43418.0,44239.0,,,,,
2020/10/28,43827.780225687966,43827.78022568807,-3.055902197957039e-10,-2.0372681319713593e-10,11324.355056054263,44.346800502453334,32503.4251696337,43419.0,44238.0,43418.0,44237.0,,,,,
2020/10/29,43827.78022568772,43827.780225687886,-2.473825588822365e-10,-1.8189894035458565e-10,11368.641433393099,44.286377338836246,32459.13879229462,43418.0,44239.0,43418.0,44238.0,,,,,
2020/10/30,43827.78022568757,43827.78022568777,-1.4551915228366852e-10,-1.1641532182693481e-10,11412.867469884552,44.22603649145276,32414.912755803023,43417.0,44238.0,43418.0,44238.0,,,,,
2020/10/31,43827.78022568751,43827.78022568769,-6.548361852765083e-11,-8.003553375601768e-11,11457.033247753072,44.16577786852031,32370.746977934436,43418.0,44239.0,43418.0,44238.0,,,,,
